
Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
FFIN,"First Financial Bankshares, Inc.",428496,MFI[9]_crosses_70_30_levels,Buy,$32.51,$33.04,$30.91,"1:3_ATR[20]",100.0%,2.40%,2.30%,24.84,17.00,10.4,https://arizet.com/quantumstocks/#v/pl/tk/FFIN/sn/MFI[9]_crosses_70_30_levels/sg/Buy/bk/MFI[9]_crosses_70_30_levels_Buy_FFIN_1:3_ATR[20]_m24/tp/Ticker/
XNCR,"Xencor, Inc.",428915,SR[10]_counter_trend,Buy,$34.19,$34.72,$32.59,"1:3_ATR[20]",100.0%,4.86%,4.68%,22.51,20.00,10.7,https://arizet.com/quantumstocks/#v/pl/tk/XNCR/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_XNCR_1:3_ATR[20]_m24/tp/Ticker/
AEO,"American Eagle Outfitters, Inc.",4250936,ZIGZAGHL[3_3_0_10]_mean_reversion,Buy,$15.63,$16.16,$14.03,"1:3_ATR[20]",100.0%,4.33%,4.33%,29.64,16.00,6.5,https://arizet.com/quantumstocks/#v/pl/tk/AEO/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Buy/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_AEO_1:3_ATR[20]_m24/tp/Ticker/
AMED,"Amedisys, Inc.",264888,RSI[7]_crosses_70_30_levels,Buy,$124.53,$125.06,$122.93,"1:3_ATR[20]",100.0%,4.63%,4.01%,7.36,16.00,8.7,https://arizet.com/quantumstocks/#v/pl/tk/AMED/sn/RSI[7]_crosses_70_30_levels/sg/Buy/bk/RSI[7]_crosses_70_30_levels_Buy_AMED_1:3_ATR[20]_m24/tp/Ticker/
AMRN,"Amarin Corporation PLC",6964693,MFI[14]_crosses_70_30_levels,Buy,$14.62,$15.15,$13.55,"1:2_ATR[20]",100.0%,6.32%,5.97%,14.10,17.00,7.1,https://arizet.com/quantumstocks/#v/pl/tk/AMRN/sn/MFI[14]_crosses_70_30_levels/sg/Buy/bk/MFI[14]_crosses_70_30_levels_Buy_AMRN_1:2_ATR[20]_m24/tp/Ticker/
AMRN,"Amarin Corporation PLC",6964693,MFI[14]_crosses_70_30_levels,Buy,$14.62,$15.15,$13.02,"1:3_ATR[20]",100.0%,6.32%,5.97%,14.10,17.00,7.1,https://arizet.com/quantumstocks/#v/pl/tk/AMRN/sn/MFI[14]_crosses_70_30_levels/sg/Buy/bk/MFI[14]_crosses_70_30_levels_Buy_AMRN_1:3_ATR[20]_m24/tp/Ticker/
ARWR,"Arrowhead Pharmaceuticals, Inc.",1405444,CCI[20]_crosses_back_100_(-100)_levels,Buy,$28.14,$28.67,$26.54,"1:3_ATR[20]",100.0%,6.12%,6.52%,11.51,15.00,11.1,https://arizet.com/quantumstocks/#v/pl/tk/ARWR/sn/CCI[20]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_back_100_(-100)_levels_Buy_ARWR_1:3_ATR[20]_m24/tp/Ticker/
ASTC,"Astrotech Corporation",37442,ZIGZAGHL[3_3_0_10]_mean_reversion,Buy,$1.50,$2.03,$0.01,"1:3_ATR[20]",97.5%,9.94%,10.37%,13.74,40.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/ASTC/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Buy/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_ASTC_1:3_ATR[20]_m24/tp/Ticker/
ASTC,"Astrotech Corporation",37442,ZIGZAGHL[5_15_0_7]_mean_reversion,Buy,$1.50,$2.03,$0.01,"1:3_ATR[20]",97.1%,9.72%,10.21%,11.58,34.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/ASTC/sn/ZIGZAGHL[5_15_0_7]_mean_reversion/sg/Buy/bk/ZIGZAGHL[5_15_0_7]_mean_reversion_Buy_ASTC_1:3_ATR[20]_m24/tp/Ticker/
AVID,"Avid Technology, Inc.",291839,MFI[14]_crosses_back_70_30_levels,Buy,$6.34,$6.87,$4.74,"1:3_ATR[20]",100.0%,5.07%,4.73%,15.80,16.00,9.6,https://arizet.com/quantumstocks/#v/pl/tk/AVID/sn/MFI[14]_crosses_back_70_30_levels/sg/Buy/bk/MFI[14]_crosses_back_70_30_levels_Buy_AVID_1:3_ATR[20]_m24/tp/Ticker/
AWR,"American States Water Company",188900,MFI[7]_crosses_back_70_30_levels,Buy,$90.00,$90.53,$88.40,"1:3_ATR[20]",100.0%,2.24%,2.01%,8.80,19.00,7.4,https://arizet.com/quantumstocks/#v/pl/tk/AWR/sn/MFI[7]_crosses_back_70_30_levels/sg/Buy/bk/MFI[7]_crosses_back_70_30_levels_Buy_AWR_1:3_ATR[20]_m24/tp/Ticker/
BHC,"Bausch Health Cos Inc.",10304030,CCI[30]_crosses_100_(-100)_levels,Buy,$19.67,n/a,n/a,"opsig",100.0%,10.25%,12.32%,7.29,15.00,25.7,https://arizet.com/quantumstocks/#v/pl/tk/BHC/sn/CCI[30]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[30]_crosses_100_(-100)_levels_Buy_Sell_BHC_opsig_m24/tp/Ticker/
CCI,"Crown Castle International Corporation",2233808,CCI[20]_crosses_100_(-100)_levels,Buy,$136.79,$137.32,$135.19,"1:3_ATR[20]",100.0%,1.92%,1.91%,22.23,19.00,5.5,https://arizet.com/quantumstocks/#v/pl/tk/CCI/sn/CCI[20]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_100_(-100)_levels_Buy_CCI_1:3_ATR[20]_m24/tp/Ticker/
CCI,"Crown Castle International Corporation",2233808,CCI[30]_crosses_100_(-100)_levels,Buy,$136.79,$137.32,$135.19,"1:3_ATR[20]",100.0%,1.96%,1.91%,23.20,19.00,5.4,https://arizet.com/quantumstocks/#v/pl/tk/CCI/sn/CCI[30]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[30]_crosses_100_(-100)_levels_Buy_CCI_1:3_ATR[20]_m24/tp/Ticker/
COST,"Costco Wholesale Corporation",2627838,CCI[20]_crosses_100_(-100)_levels,Buy,$283.93,$284.46,$282.33,"1:3_ATR[20]",100.0%,2.08%,1.93%,7.97,16.00,8.4,https://arizet.com/quantumstocks/#v/pl/tk/COST/sn/CCI[20]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_100_(-100)_levels_Buy_COST_1:3_ATR[20]_m24/tp/Ticker/
COST,"Costco Wholesale Corporation",2627838,CCI[20]_crosses_100_(-100)_levels,Buy,$283.93,$285.00,$282.33,"2:3_ATR[20]",100.0%,3.53%,3.43%,14.58,16.00,12.7,https://arizet.com/quantumstocks/#v/pl/tk/COST/sn/CCI[20]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_100_(-100)_levels_Buy_COST_2:3_ATR[20]_m24/tp/Ticker/
CUK,"Carnival Corporation",813810,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$40.74,$41.27,$39.67,"1:2_ATR[20]",100.0%,2.21%,2.15%,20.40,15.00,7.3,https://arizet.com/quantumstocks/#v/pl/tk/CUK/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_CUK_1:2_ATR[20]_m24/tp/Ticker/
CUK,"Carnival Corporation",813810,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$40.74,$41.27,$39.14,"1:3_ATR[20]",100.0%,2.21%,2.15%,20.40,15.00,7.3,https://arizet.com/quantumstocks/#v/pl/tk/CUK/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_CUK_1:3_ATR[20]_m24/tp/Ticker/
CWST,"Casella Waste Systems, Inc.",250958,CMO[14]_crosses_0_level,Buy,$43.42,$43.95,$41.82,"1:3_ATR[20]",100.0%,3.26%,2.82%,13.42,19.00,8.8,https://arizet.com/quantumstocks/#v/pl/tk/CWST/sn/CMO[14]_crosses_0_level/sg/Buy/bk/CMO[14]_crosses_0_level_Buy_CWST_1:3_ATR[20]_m24/tp/Ticker/
CWST,"Casella Waste Systems, Inc.",250958,CMO[14]_crosses_0_level,Buy,$43.42,$44.49,$41.82,"2:3_ATR[20]",100.0%,5.80%,5.39%,19.37,19.00,13.6,https://arizet.com/quantumstocks/#v/pl/tk/CWST/sn/CMO[14]_crosses_0_level/sg/Buy/bk/CMO[14]_crosses_0_level_Buy_CWST_2:3_ATR[20]_m24/tp/Ticker/
CWST,"Casella Waste Systems, Inc.",250958,CMO[21]_crosses_0_level,Buy,$43.42,$43.95,$41.82,"1:3_ATR[20]",100.0%,3.97%,3.08%,4.56,15.00,9.3,https://arizet.com/quantumstocks/#v/pl/tk/CWST/sn/CMO[21]_crosses_0_level/sg/Buy/bk/CMO[21]_crosses_0_level_Buy_CWST_1:3_ATR[20]_m24/tp/Ticker/
CWST,"Casella Waste Systems, Inc.",250958,EMA[20]_price_crossover,Buy,$43.42,$43.95,$41.82,"1:3_ATR[20]",100.0%,3.22%,2.83%,15.88,30.00,8.0,https://arizet.com/quantumstocks/#v/pl/tk/CWST/sn/EMA[20]_price_crossover/sg/Buy/bk/EMA[20]_price_crossover_Buy_CWST_1:3_ATR[20]_m24/tp/Ticker/
EPM,"Evolution Petroleum Corporation, Inc.",137233,BBANDS[50_1_1]_counter_trend,Buy,$5.59,$6.12,$3.99,"1:3_ATR[20]",100.0%,4.26%,4.22%,19.15,27.00,8.9,https://arizet.com/quantumstocks/#v/pl/tk/EPM/sn/BBANDS[50_1_1]_counter_trend/sg/Buy/bk/BBANDS[50_1_1]_counter_trend_Buy_EPM_1:3_ATR[20]_m24/tp/Ticker/
ADUS,"Addus HomeCare Corporation",110789,BBANDS[50_1_1]_counter_trend,Buy,$78.50,n/a,n/a,"exit_after_10_days",100.0%,6.34%,5.02%,4.49,16.00,14.7,https://arizet.com/quantumstocks/#v/pl/tk/ADUS/sn/BBANDS[50_1_1]_counter_trend/sg/Buy/bk/BBANDS[50_1_1]_counter_trend_Buy_ADUS_exit_after_10_days_m24/tp/Ticker/
FMC,"FMC Corporation",1141824,BBANDS[20_2_2]_counter_trend,Buy,$84.19,$84.72,$82.59,"1:3_ATR[20]",100.0%,2.45%,2.39%,17.65,19.00,6.7,https://arizet.com/quantumstocks/#v/pl/tk/FMC/sn/BBANDS[20_2_2]_counter_trend/sg/Buy/bk/BBANDS[20_2_2]_counter_trend_Buy_FMC_1:3_ATR[20]_m24/tp/Ticker/
HLIT,"Harmonic Inc.",783014,BBANDS[10_2_2]_counter_trend,Buy,$6.16,n/a,n/a,"exit_after_3_days",100.0%,2.87%,2.60%,5.84,15.00,4.5,https://arizet.com/quantumstocks/#v/pl/tk/HLIT/sn/BBANDS[10_2_2]_counter_trend/sg/Buy/bk/BBANDS[10_2_2]_counter_trend_Buy_HLIT_exit_after_3_days_m24/tp/Ticker/
