
Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
HE,"Hawaiian Electric Industries, Inc.",281167,SMA[20]_price_crossover,Buy,$44.34,$44.73,$43.57,"1:2_ATR[20]",100.0%,1.95%,1.47%,7.28,29.00,9.7,https://arizet.com/quantumstocks/#v/pl/tk/HE/sn/SMA[20]_price_crossover/sg/Buy/bk/SMA[20]_price_crossover_Buy_HE_1:2_ATR[20]_m24/tp/Ticker/
ZTS,"Zoetis Inc.",1660217,CCI[20]_crosses_back_100_(-100)_levels,Buy,$123.24,$123.63,$122.08,"1:3_ATR[20]",100.0%,2.00%,1.90%,18.42,15.00,4.3,https://arizet.com/quantumstocks/#v/pl/tk/ZTS/sn/CCI[20]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_back_100_(-100)_levels_Buy_ZTS_1:3_ATR[20]_m24/tp/Ticker/
BRKR,"Bruker Corporation",608721,CMO[9]_crosses_0_level,Buy,$42.98,$43.37,$41.82,"1:3_ATR[20]",97.1%,2.33%,2.49%,8.35,34.00,8.1,https://arizet.com/quantumstocks/#v/pl/tk/BRKR/sn/CMO[9]_crosses_0_level/sg/Buy/bk/CMO[9]_crosses_0_level_Buy_BRKR_1:3_ATR[20]_m24/tp/Ticker/
BRKR,"Bruker Corporation",608721,WMA[20]_price_crossover,Buy,$42.98,$43.37,$41.82,"1:3_ATR[20]",97.4%,2.32%,2.40%,10.67,38.00,9.4,https://arizet.com/quantumstocks/#v/pl/tk/BRKR/sn/WMA[20]_price_crossover/sg/Buy/bk/WMA[20]_price_crossover_Buy_BRKR_1:3_ATR[20]_m24/tp/Ticker/
DL,"China Distance Education Holdings Limited",202907,BBANDS[50_1_1]_breakout,Buy,$5.30,$5.69,$4.14,"1:3_ATR[20]",100.0%,3.68%,3.67%,16.93,15.00,7.0,https://arizet.com/quantumstocks/#v/pl/tk/DL/sn/BBANDS[50_1_1]_breakout/sg/Buy/bk/BBANDS[50_1_1]_breakout_Buy_DL_1:3_ATR[20]_m24/tp/Ticker/
EGLE,"Eagle Bulk Shipping Inc.",181741,RSI[5]_crosses_70_30_levels,Buy,$4.58,$4.97,$3.42,"1:3_ATR[20]",97.2%,4.27%,4.21%,8.60,36.00,9.8,https://arizet.com/quantumstocks/#v/pl/tk/EGLE/sn/RSI[5]_crosses_70_30_levels/sg/Buy/bk/RSI[5]_crosses_70_30_levels_Buy_EGLE_1:3_ATR[20]_m24/tp/Ticker/
EXAS,"Exact Sciences Corporation",1895765,RSI[7]_crosses_70_30_levels,Buy,$105.44,n/a,n/a,"exit_after_20_days",100.0%,12.76%,8.69%,4.58,18.00,28.9,https://arizet.com/quantumstocks/#v/pl/tk/EXAS/sn/RSI[7]_crosses_70_30_levels/sg/Buy/bk/RSI[7]_crosses_70_30_levels_Buy_EXAS_exit_after_20_days_m24/tp/Ticker/
EXPO,"Exponent, Inc.",194914,AROONOSC[10]_crosses_0_level,Buy,$71.81,$72.20,$70.65,"1:3_ATR[20]",100.0%,2.31%,2.25%,24.32,24.00,9.8,https://arizet.com/quantumstocks/#v/pl/tk/EXPO/sn/AROONOSC[10]_crosses_0_level/sg/Buy/bk/AROONOSC[10]_crosses_0_level_Buy_EXPO_1:3_ATR[20]_m24/tp/Ticker/
GD,"General Dynamics Corporation",1199090,APO[5_12]_crosses_0_level,Buy,$190.30,$190.69,$189.53,"1:2_ATR[20]",100.0%,2.09%,2.01%,11.25,17.00,10.1,https://arizet.com/quantumstocks/#v/pl/tk/GD/sn/APO[5_12]_crosses_0_level/sg/Buy/bk/APO[5_12]_crosses_0_level_Buy_GD_1:2_ATR[20]_m24/tp/Ticker/
GD,"General Dynamics Corporation",1199090,APO[5_12]_crosses_0_level,Buy,$190.30,$190.69,$189.14,"1:3_ATR[20]",100.0%,2.09%,2.01%,11.25,17.00,10.1,https://arizet.com/quantumstocks/#v/pl/tk/GD/sn/APO[5_12]_crosses_0_level/sg/Buy/bk/APO[5_12]_crosses_0_level_Buy_GD_1:3_ATR[20]_m24/tp/Ticker/
HE,"Hawaiian Electric Industries, Inc.",281167,CMO[14]_crosses_0_level,Buy,$44.34,$44.73,$43.57,"1:2_ATR[20]",100.0%,1.91%,1.50%,6.74,25.00,10.4,https://arizet.com/quantumstocks/#v/pl/tk/HE/sn/CMO[14]_crosses_0_level/sg/Buy/bk/CMO[14]_crosses_0_level_Buy_HE_1:2_ATR[20]_m24/tp/Ticker/
HE,"Hawaiian Electric Industries, Inc.",281167,CMO[14]_crosses_0_level,Buy,$44.34,$44.73,$43.18,"1:3_ATR[20]",100.0%,1.91%,1.50%,6.74,25.00,10.4,https://arizet.com/quantumstocks/#v/pl/tk/HE/sn/CMO[14]_crosses_0_level/sg/Buy/bk/CMO[14]_crosses_0_level_Buy_HE_1:3_ATR[20]_m24/tp/Ticker/
HE,"Hawaiian Electric Industries, Inc.",281167,CMO[9]_crosses_0_level,Buy,$44.34,$44.73,$43.57,"1:2_ATR[20]",100.0%,2.08%,1.45%,6.94,30.00,10.7,https://arizet.com/quantumstocks/#v/pl/tk/HE/sn/CMO[9]_crosses_0_level/sg/Buy/bk/CMO[9]_crosses_0_level_Buy_HE_1:2_ATR[20]_m24/tp/Ticker/
