
Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
NTAP,"NetApp, Inc.",1762431,CMO[21]_crosses_0_level,Buy,$52.20,$52.24,$52.07,"1:3_ATR[20]",100.0%,3.02%,3.07%,31.19,15.00,5.9,https://arizet.com/quantumstocks/#v/pl/tk/NTAP/sn/CMO[21]_crosses_0_level/sg/Buy/bk/CMO[21]_crosses_0_level_Buy_NTAP_1:3_ATR[20]_m24/tp/Ticker/
AAP,"Advance Auto Parts, Inc.",430066,MFI[9]_crosses_70_30_levels,Buy,$157.32,$157.36,$157.19,"1:3_ATR[20]",100.0%,2.92%,3.06%,24.72,19.00,9.0,https://arizet.com/quantumstocks/#v/pl/tk/AAP/sn/MFI[9]_crosses_70_30_levels/sg/Buy/bk/MFI[9]_crosses_70_30_levels_Buy_AAP_1:3_ATR[20]_m24/tp/Ticker/
TXRH,"Texas Roadhouse, Inc.",833081,CCI[40]_crosses_100_(-100)_levels,Buy,$48.58,$48.62,$48.45,"1:3_ATR[20]",100.0%,2.82%,2.83%,37.72,18.00,9.2,https://arizet.com/quantumstocks/#v/pl/tk/TXRH/sn/CCI[40]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[40]_crosses_100_(-100)_levels_Buy_TXRH_1:3_ATR[20]_m24/tp/Ticker/
BLK,"BlackRock, Inc.",704714,STOCHRSI[9_5_3]_D_crosses_50_level,Buy,$434.21,$434.25,$434.08,"1:3_ATR[20]",100.0%,2.06%,2.10%,15.89,20.00,7.3,https://arizet.com/quantumstocks/#v/pl/tk/BLK/sn/STOCHRSI[9_5_3]_D_crosses_50_level/sg/Buy/bk/STOCHRSI[9_5_3]_D_crosses_50_level_Buy_BLK_1:3_ATR[20]_m24/tp/Ticker/
TXRH,"Texas Roadhouse, Inc.",833081,CCI[30]_crosses_100_(-100)_levels,Buy,$48.58,$48.62,$48.45,"1:3_ATR[20]",100.0%,3.10%,2.71%,11.19,22.00,9.6,https://arizet.com/quantumstocks/#v/pl/tk/TXRH/sn/CCI[30]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[30]_crosses_100_(-100)_levels_Buy_TXRH_1:3_ATR[20]_m24/tp/Ticker/
CCI,"Crown Castle International Corporation",934896,CCI[40]_crosses_100_(-100)_levels,Buy,$136.13,$136.17,$136.00,"1:3_ATR[20]",100.0%,2.04%,2.20%,21.59,16.00,4.9,https://arizet.com/quantumstocks/#v/pl/tk/CCI/sn/CCI[40]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[40]_crosses_100_(-100)_levels_Buy_CCI_1:3_ATR[20]_m24/tp/Ticker/
CVGI,"Commercial Vehicle Group, Inc.",145320,MACD[12_26_9]_crosses_signal_line,Buy,$7.31,$7.35,$7.18,"1:3_ATR[20]",100.0%,4.92%,4.26%,13.52,15.00,6.6,https://arizet.com/quantumstocks/#v/pl/tk/CVGI/sn/MACD[12_26_9]_crosses_signal_line/sg/Buy/bk/MACD[12_26_9]_crosses_signal_line_Buy_CVGI_1:3_ATR[20]_m24/tp/Ticker/
CVI,"CVR Energy Inc.",256017,APO[5_12]_crosses_0_level,Buy,$43.12,$43.16,$42.99,"1:3_ATR[20]",100.0%,3.84%,3.61%,8.88,17.00,9.6,https://arizet.com/quantumstocks/#v/pl/tk/CVI/sn/APO[5_12]_crosses_0_level/sg/Buy/bk/APO[5_12]_crosses_0_level_Buy_CVI_1:3_ATR[20]_m24/tp/Ticker/
STOR,"STORE Capital Corporation",781102,MFI[9]_crosses_70_30_levels,Buy,$37.60,$37.64,$37.47,"1:3_ATR[20]",100.0%,2.09%,1.75%,7.22,18.00,9.8,https://arizet.com/quantumstocks/#v/pl/tk/STOR/sn/MFI[9]_crosses_70_30_levels/sg/Buy/bk/MFI[9]_crosses_70_30_levels_Buy_STOR_1:3_ATR[20]_m24/tp/Ticker/
SE,"Sea Limited Sponsored ADR",2232178,MFI[7]_crosses_80_20_levels,Buy,$27.50,$27.54,$27.37,"1:3_ATR[20]",100.0%,4.83%,5.01%,12.55,17.00,8.1,https://arizet.com/quantumstocks/#v/pl/tk/SE/sn/MFI[7]_crosses_80_20_levels/sg/Buy/bk/MFI[7]_crosses_80_20_levels_Buy_SE_1:3_ATR[20]_m24/tp/Ticker/
