
Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
FOXA,"Fox Corporation",5659145,ZIGZAGHL[3_3_0_10]_mean_reversion,Buy,$30.46,$37.72,$8.68,"1:3_ATR[20]",100.0%,2.03%,2.50%,10.64,19.00,9.7,https://arizet.com/quantumstocks/#v/pl/tk/FOXA/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Buy/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_FOXA_1:3_ATR[20]_m24/tp/Ticker/
ZBH,"Zimmer Biomet Holdings, Inc.",861076,STOCHF[21_3]_K_crosses_D_line,Buy,$132.94,$140.20,$111.16,"1:3_ATR[20]",100.0%,2.21%,2.30%,17.39,24.00,11.0,https://arizet.com/quantumstocks/#v/pl/tk/ZBH/sn/STOCHF[21_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[21_3]_K_crosses_D_line_Buy_ZBH_1:3_ATR[20]_m24/tp/Ticker/
XYL,"Xylem Inc.",937273,STOCHF[14_3]_K_crosses_D_line,Buy,$75.12,$82.38,$53.34,"1:3_ATR[20]",100.0%,2.27%,2.19%,18.71,19.00,8.6,https://arizet.com/quantumstocks/#v/pl/tk/XYL/sn/STOCHF[14_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[14_3]_K_crosses_D_line_Buy_XYL_1:3_ATR[20]_m24/tp/Ticker/
TFX,"Teleflex Incorporated",213993,STOCHF[21_3]_K_crosses_D_line,Buy,$332.39,n/a,n/a,"exit_after_20_days",100.0%,6.79%,6.96%,8.64,19.00,29.6,https://arizet.com/quantumstocks/#v/pl/tk/TFX/sn/STOCHF[21_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[21_3]_K_crosses_D_line_Buy_TFX_exit_after_20_days_m24/tp/Ticker/
TEX,"Terex Corporation",1256702,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$24.00,$38.52,$2.22,"2:3_ATR[20]",100.0%,6.73%,6.19%,10.97,18.00,18.9,https://arizet.com/quantumstocks/#v/pl/tk/TEX/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_TEX_2:3_ATR[20]_m24/tp/Ticker/
ADI,"Analog Devices, Inc.",1575608,SMA[100]_price_crossover,Buy,$110.87,$118.13,$89.09,"1:3_ATR[20]",100.0%,2.61%,2.75%,21.75,18.00,8.1,https://arizet.com/quantumstocks/#v/pl/tk/ADI/sn/SMA[100]_price_crossover/sg/Buy/bk/SMA[100]_price_crossover_Buy_ADI_1:3_ATR[20]_m24/tp/Ticker/
ADX,"Adams Diversified Equity Fund, Inc.",171153,ADOSC[5_15]_crosses_0_level,Buy,$15.56,$22.82,$1.04,"1:2_ATR[20]",100.0%,1.32%,1.27%,9.24,16.00,6.1,https://arizet.com/quantumstocks/#v/pl/tk/ADX/sn/ADOSC[5_15]_crosses_0_level/sg/Buy/bk/ADOSC[5_15]_crosses_0_level_Buy_ADX_1:2_ATR[20]_m24/tp/Ticker/
ADX,"Adams Diversified Equity Fund, Inc.",171153,ADOSC[5_15]_crosses_0_level,Buy,$15.56,$22.82,$0.01,"1:3_ATR[20]",100.0%,1.32%,1.27%,9.24,16.00,6.1,https://arizet.com/quantumstocks/#v/pl/tk/ADX/sn/ADOSC[5_15]_crosses_0_level/sg/Buy/bk/ADOSC[5_15]_crosses_0_level_Buy_ADX_1:3_ATR[20]_m24/tp/Ticker/
AEO,"American Eagle Outfitters, Inc.",3737732,ZIGZAGHL[3_3_0_10]_mean_reversion,Buy,$15.37,$22.63,$0.01,"1:3_ATR[20]",100.0%,4.33%,4.33%,29.64,16.00,6.5,https://arizet.com/quantumstocks/#v/pl/tk/AEO/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Buy/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_AEO_1:3_ATR[20]_m24/tp/Ticker/
AMPH,"Amphastar Pharmaceuticals, Inc.",146964,MFI[5]_crosses_back_80_20_levels,Buy,$19.61,$26.87,$0.01,"1:3_ATR[20]",100.0%,3.28%,3.12%,28.69,21.00,7.7,https://arizet.com/quantumstocks/#v/pl/tk/AMPH/sn/MFI[5]_crosses_back_80_20_levels/sg/Buy/bk/MFI[5]_crosses_back_80_20_levels_Buy_AMPH_1:3_ATR[20]_m24/tp/Ticker/
AMPH,"Amphastar Pharmaceuticals, Inc.",146964,STOCHF[14_3]_K_crosses_D_line,Buy,$19.61,$26.87,$5.10,"1:2_ATR[20]",100.0%,3.22%,3.13%,26.05,19.00,3.9,https://arizet.com/quantumstocks/#v/pl/tk/AMPH/sn/STOCHF[14_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[14_3]_K_crosses_D_line_Buy_AMPH_1:2_ATR[20]_m24/tp/Ticker/
AMPH,"Amphastar Pharmaceuticals, Inc.",146964,STOCHF[14_3]_K_crosses_D_line,Buy,$19.61,$26.87,$0.01,"1:3_ATR[20]",100.0%,3.22%,3.13%,26.05,19.00,3.9,https://arizet.com/quantumstocks/#v/pl/tk/AMPH/sn/STOCHF[14_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[14_3]_K_crosses_D_line_Buy_AMPH_1:3_ATR[20]_m24/tp/Ticker/
ASTC,"Astrotech Corporation",25977,ZIGZAGHL[3_3_0_10]_mean_reversion,Buy,$1.50,$8.76,$0.01,"1:3_ATR[20]",97.5%,9.94%,10.37%,13.74,40.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/ASTC/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Buy/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_ASTC_1:3_ATR[20]_m24/tp/Ticker/
ASTC,"Astrotech Corporation",25977,ZIGZAGHL[5_15_0_7]_mean_reversion,Buy,$1.50,$8.76,$0.01,"1:3_ATR[20]",97.1%,9.72%,10.21%,11.58,34.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/ASTC/sn/ZIGZAGHL[5_15_0_7]_mean_reversion/sg/Buy/bk/ZIGZAGHL[5_15_0_7]_mean_reversion_Buy_ASTC_1:3_ATR[20]_m24/tp/Ticker/
ATV,"Acorn International, Inc.",24993,MFI[9]_crosses_back_80_20_levels,Buy,$17.31,$24.57,$2.79,"1:2_ATR[20]",100.0%,6.11%,6.05%,12.30,16.00,5.8,https://arizet.com/quantumstocks/#v/pl/tk/ATV/sn/MFI[9]_crosses_back_80_20_levels/sg/Buy/bk/MFI[9]_crosses_back_80_20_levels_Buy_ATV_1:2_ATR[20]_m24/tp/Ticker/
ATV,"Acorn International, Inc.",24993,MFI[9]_crosses_back_80_20_levels,Buy,$17.31,$24.57,$0.01,"1:3_ATR[20]",100.0%,6.11%,6.05%,12.30,16.00,5.8,https://arizet.com/quantumstocks/#v/pl/tk/ATV/sn/MFI[9]_crosses_back_80_20_levels/sg/Buy/bk/MFI[9]_crosses_back_80_20_levels_Buy_ATV_1:3_ATR[20]_m24/tp/Ticker/
AVP,"Avon Products, Inc.",7494792,EMA[50]_price_crossover,Buy,$4.32,$11.58,$0.01,"1:3_ATR[20]",100.0%,5.25%,5.51%,17.60,20.00,7.1,https://arizet.com/quantumstocks/#v/pl/tk/AVP/sn/EMA[50]_price_crossover/sg/Buy/bk/EMA[50]_price_crossover_Buy_AVP_1:3_ATR[20]_m24/tp/Ticker/
AWR,"American States Water Company",161541,CCI[5]_crosses_back_100_(-100)_levels,Buy,$89.70,$96.96,$67.92,"1:3_ATR[20]",97.7%,1.87%,1.80%,6.60,44.00,8.7,https://arizet.com/quantumstocks/#v/pl/tk/AWR/sn/CCI[5]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[5]_crosses_back_100_(-100)_levels_Buy_AWR_1:3_ATR[20]_m24/tp/Ticker/
AWR,"American States Water Company",161541,RSI[5]_crosses_back_70_30_levels,Buy,$89.70,$96.96,$67.92,"1:3_ATR[20]",100.0%,2.49%,1.94%,5.67,17.00,9.2,https://arizet.com/quantumstocks/#v/pl/tk/AWR/sn/RSI[5]_crosses_back_70_30_levels/sg/Buy/bk/RSI[5]_crosses_back_70_30_levels_Buy_AWR_1:3_ATR[20]_m24/tp/Ticker/
AWR,"American States Water Company",161541,SR[10]_counter_trend,Buy,$89.70,$96.96,$67.92,"1:3_ATR[20]",100.0%,2.56%,2.14%,6.62,19.00,8.8,https://arizet.com/quantumstocks/#v/pl/tk/AWR/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_AWR_1:3_ATR[20]_m24/tp/Ticker/
AWR,"American States Water Company",161541,SR[10]_counter_trend,Buy,$89.70,$104.22,$67.92,"2:3_ATR[20]",100.0%,4.12%,4.19%,8.58,19.00,14.9,https://arizet.com/quantumstocks/#v/pl/tk/AWR/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_AWR_2:3_ATR[20]_m24/tp/Ticker/
BDX,"Becton, Dickinson and Company",814462,EMA[100]_price_crossover,Buy,$250.91,$258.17,$229.13,"1:3_ATR[20]",100.0%,2.59%,2.18%,8.25,21.00,8.6,https://arizet.com/quantumstocks/#v/pl/tk/BDX/sn/EMA[100]_price_crossover/sg/Buy/bk/EMA[100]_price_crossover_Buy_BDX_1:3_ATR[20]_m24/tp/Ticker/
BHC,"Bausch Health Cos Inc.",4042628,SR[10]_counter_trend,Buy,$19.50,$26.76,$0.01,"1:3_ATR[20]",100.0%,4.35%,3.86%,13.86,16.00,8.4,https://arizet.com/quantumstocks/#v/pl/tk/BHC/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_BHC_1:3_ATR[20]_m24/tp/Ticker/
BOOM,"DMC Global Inc.",296967,ZIGZAGHL[3_3_0_10]_mean_reversion,Buy,$39.94,$47.20,$18.16,"1:3_ATR[20]",100.0%,3.94%,3.68%,9.96,17.00,11.1,https://arizet.com/quantumstocks/#v/pl/tk/BOOM/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Buy/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_BOOM_1:3_ATR[20]_m24/tp/Ticker/
TEX,"Terex Corporation",1256702,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$24.00,$31.26,$2.22,"1:3_ATR[20]",100.0%,4.13%,4.19%,15.08,18.00,14.7,https://arizet.com/quantumstocks/#v/pl/tk/TEX/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_TEX_1:3_ATR[20]_m24/tp/Ticker/
TEX,"Terex Corporation",1256702,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$24.00,$31.26,$9.48,"1:2_ATR[20]",100.0%,4.13%,4.19%,15.08,18.00,14.7,https://arizet.com/quantumstocks/#v/pl/tk/TEX/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_TEX_1:2_ATR[20]_m24/tp/Ticker/
TEX,"Terex Corporation",1256702,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$24.00,$45.78,$9.48,"3:2_ATR[20]",100.0%,9.09%,9.29%,9.25,18.00,22.2,https://arizet.com/quantumstocks/#v/pl/tk/TEX/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_TEX_3:2_ATR[20]_m24/tp/Ticker/
TEX,"Terex Corporation",1256702,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$24.00,$45.78,$2.22,"3:3_ATR[20]",100.0%,9.09%,9.29%,9.25,18.00,22.2,https://arizet.com/quantumstocks/#v/pl/tk/TEX/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_TEX_3:3_ATR[20]_m24/tp/Ticker/
TEX,"Terex Corporation",1256702,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$24.00,$38.52,$9.48,"2:2_ATR[20]",100.0%,6.73%,6.19%,10.97,18.00,18.9,https://arizet.com/quantumstocks/#v/pl/tk/TEX/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_TEX_2:2_ATR[20]_m24/tp/Ticker/
CCOI,"Cogent Communications Holdings, Inc.",189681,SR[10]_counter_trend,Buy,$54.24,$61.50,$32.47,"1:3_ATR[20]",100.0%,3.18%,3.06%,23.82,17.00,7.0,https://arizet.com/quantumstocks/#v/pl/tk/CCOI/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_CCOI_1:3_ATR[20]_m24/tp/Ticker/
CECO,"Career Education Corporation",537416,MACD[10_20_5]_crosses_signal_line,Buy,$16.11,$23.37,$0.01,"1:3_ATR[20]",100.0%,3.52%,2.78%,5.30,23.00,9.7,https://arizet.com/quantumstocks/#v/pl/tk/CECO/sn/MACD[10_20_5]_crosses_signal_line/sg/Buy/bk/MACD[10_20_5]_crosses_signal_line_Buy_CECO_1:3_ATR[20]_m24/tp/Ticker/
CME,"CME Group Inc.",1002807,RSI[5]_crosses_back_70_30_levels,Buy,$209.43,$216.69,$187.65,"1:3_ATR[20]",100.0%,1.82%,1.84%,15.94,20.00,9.2,https://arizet.com/quantumstocks/#v/pl/tk/CME/sn/RSI[5]_crosses_back_70_30_levels/sg/Buy/bk/RSI[5]_crosses_back_70_30_levels_Buy_CME_1:3_ATR[20]_m24/tp/Ticker/
TECH,"Bio-Techne Corp",264609,WMA[50]_price_crossover,Buy,$196.84,$204.10,$175.06,"1:3_ATR[20]",100.0%,2.33%,2.31%,21.39,17.00,8.6,https://arizet.com/quantumstocks/#v/pl/tk/TECH/sn/WMA[50]_price_crossover/sg/Buy/bk/WMA[50]_price_crossover_Buy_TECH_1:3_ATR[20]_m24/tp/Ticker/
CP,"Canadian Pacific Railway Limited",383573,STOCHF[21_3]_K_crosses_D_line,Buy,$213.49,n/a,n/a,"exit_after_20_days",100.0%,5.95%,4.91%,4.82,16.00,29.4,https://arizet.com/quantumstocks/#v/pl/tk/CP/sn/STOCHF[21_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[21_3]_K_crosses_D_line_Buy_CP_exit_after_20_days_m24/tp/Ticker/
CP,"Canadian Pacific Railway Limited",383573,STOCHF[5_3]_K_crosses_D_line,Buy,$213.49,n/a,n/a,"exit_after_20_days",100.0%,4.58%,3.01%,3.87,16.00,29.6,https://arizet.com/quantumstocks/#v/pl/tk/CP/sn/STOCHF[5_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[5_3]_K_crosses_D_line_Buy_CP_exit_after_20_days_m24/tp/Ticker/
CP,"Canadian Pacific Railway Limited",383573,STOCH[5_1_3]_K_crosses_D_line,Buy,$213.49,n/a,n/a,"exit_after_20_days",100.0%,4.58%,3.01%,3.87,16.00,29.6,https://arizet.com/quantumstocks/#v/pl/tk/CP/sn/STOCH[5_1_3]_K_crosses_D_line/sg/Buy/bk/STOCH[5_1_3]_K_crosses_D_line_Buy_CP_exit_after_20_days_m24/tp/Ticker/
TECH,"Bio-Techne Corp",264609,CMO[14]_crosses_0_level,Buy,$196.84,$204.10,$175.06,"1:3_ATR[20]",100.0%,2.44%,2.31%,20.37,23.00,9.2,https://arizet.com/quantumstocks/#v/pl/tk/TECH/sn/CMO[14]_crosses_0_level/sg/Buy/bk/CMO[14]_crosses_0_level_Buy_TECH_1:3_ATR[20]_m24/tp/Ticker/
TDOC,"Teladoc Health, Inc.",2190508,RSI[7]_crosses_back_70_30_levels,Buy,$64.31,$71.57,$42.53,"1:3_ATR[20]",100.0%,5.51%,5.09%,15.74,15.00,9.1,https://arizet.com/quantumstocks/#v/pl/tk/TDOC/sn/RSI[7]_crosses_back_70_30_levels/sg/Buy/bk/RSI[7]_crosses_back_70_30_levels_Buy_TDOC_1:3_ATR[20]_m24/tp/Ticker/
CRVL,"CorVel Corp.",93863,STOCHF[14_3]_K_crosses_D_line,Buy,$76.62,$83.88,$54.84,"1:3_ATR[20]",100.0%,3.25%,3.27%,16.50,17.00,13.3,https://arizet.com/quantumstocks/#v/pl/tk/CRVL/sn/STOCHF[14_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[14_3]_K_crosses_D_line_Buy_CRVL_1:3_ATR[20]_m24/tp/Ticker/
CRVL,"CorVel Corp.",93863,STOCHF[21_3]_K_crosses_D_line,Buy,$76.62,$83.88,$54.84,"1:3_ATR[20]",100.0%,3.30%,3.36%,17.14,17.00,12.2,https://arizet.com/quantumstocks/#v/pl/tk/CRVL/sn/STOCHF[21_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[21_3]_K_crosses_D_line_Buy_CRVL_1:3_ATR[20]_m24/tp/Ticker/
CSWC,"Capital Southwest Corporation",46551,SR[10]_counter_trend,Buy,$21.09,n/a,n/a,"exit_after_15_days",100.0%,5.02%,2.57%,3.95,16.00,22.4,https://arizet.com/quantumstocks/#v/pl/tk/CSWC/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_CSWC_exit_after_15_days_m24/tp/Ticker/
CUBE,"CubeSmart",1214931,CMO[14]_crosses_0_level,Buy,$35.14,$42.40,$20.62,"1:2_ATR[20]",100.0%,1.84%,1.79%,31.04,19.00,4.7,https://arizet.com/quantumstocks/#v/pl/tk/CUBE/sn/CMO[14]_crosses_0_level/sg/Buy/bk/CMO[14]_crosses_0_level_Buy_CUBE_1:2_ATR[20]_m24/tp/Ticker/
CUBE,"CubeSmart",1214931,CMO[14]_crosses_0_level,Buy,$35.14,$42.40,$13.36,"1:3_ATR[20]",100.0%,1.84%,1.79%,31.04,19.00,4.7,https://arizet.com/quantumstocks/#v/pl/tk/CUBE/sn/CMO[14]_crosses_0_level/sg/Buy/bk/CMO[14]_crosses_0_level_Buy_CUBE_1:3_ATR[20]_m24/tp/Ticker/
CUK,"Carnival Corporation",408452,ZIGZAGHL[10_10_0_5]_mean_reversion,Buy,$39.24,$46.50,$24.72,"1:2_ATR[20]",100.0%,2.21%,2.15%,20.40,15.00,7.3,https://arizet.com/quantumstocks/#v/pl/tk/CUK/sn/ZIGZAGHL[10_10_0_5]_mean_reversion/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_mean_reversion_Buy_CUK_1:2_ATR[20]_m24/tp/Ticker/
