
Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
GWR,"Genesee & Wyoming, Inc.",404142,MACD[10_20_5]_crosses_signal_line,Buy,$111.39,$112.16,$109.07,"1:3_ATR[20]",100.0%,2.51%,2.13%,7.03,24.00,11.0,https://arizet.com/quantumstocks/#v/pl/tk/GWR/sn/MACD[10_20_5]_crosses_signal_line/sg/Buy/bk/MACD[10_20_5]_crosses_signal_line_Buy_GWR_1:3_ATR[20]_m24/tp/Ticker/
ZTS,"Zoetis Inc.",3386422,RSI[5]_crosses_back_70_30_levels,Buy,$121.47,$122.24,$119.15,"1:3_ATR[20]",100.0%,3.11%,1.98%,4.11,18.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/ZTS/sn/RSI[5]_crosses_back_70_30_levels/sg/Buy/bk/RSI[5]_crosses_back_70_30_levels_Buy_ZTS_1:3_ATR[20]_m24/tp/Ticker/
ADP,"Automatic Data Processing, Inc.",2147827,SR[10]_counter_trend,Buy,$159.66,$160.43,$157.34,"1:3_ATR[20]",100.0%,1.99%,1.76%,19.41,23.00,8.3,https://arizet.com/quantumstocks/#v/pl/tk/ADP/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_ADP_1:3_ATR[20]_m24/tp/Ticker/
ADP,"Automatic Data Processing, Inc.",2147827,SR[10]_counter_trend,Buy,$159.66,$161.21,$157.34,"2:3_ATR[20]",100.0%,3.55%,3.43%,15.39,23.00,16.7,https://arizet.com/quantumstocks/#v/pl/tk/ADP/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_ADP_2:3_ATR[20]_m24/tp/Ticker/
YUM,"Yum! Brands, Inc.",4077247,RSI[5]_crosses_back_70_30_levels,Buy,$100.09,$100.86,$97.77,"1:3_ATR[20]",100.0%,2.07%,1.69%,7.43,18.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/YUM/sn/RSI[5]_crosses_back_70_30_levels/sg/Buy/bk/RSI[5]_crosses_back_70_30_levels_Buy_YUM_1:3_ATR[20]_m24/tp/Ticker/
XNCR,"Xencor, Inc.",498728,SR[20]_counter_trend,Buy,$33.24,$34.01,$30.92,"1:3_ATR[20]",100.0%,5.35%,5.29%,16.70,15.00,11.5,https://arizet.com/quantumstocks/#v/pl/tk/XNCR/sn/SR[20]_counter_trend/sg/Buy/bk/SR[20]_counter_trend_Buy_XNCR_1:3_ATR[20]_m24/tp/Ticker/
XNCR,"Xencor, Inc.",498728,SR[10]_counter_trend,Buy,$33.24,$34.01,$30.92,"1:3_ATR[20]",100.0%,5.10%,4.78%,19.53,21.00,11.9,https://arizet.com/quantumstocks/#v/pl/tk/XNCR/sn/SR[10]_counter_trend/sg/Buy/bk/SR[10]_counter_trend_Buy_XNCR_1:3_ATR[20]_m24/tp/Ticker/
ATRS,"Antares Pharma, Inc.",3758816,APO[5_12]_crosses_0_level,Buy,$3.74,$4.51,$1.42,"1:3_ATR[20]",100.0%,4.76%,4.46%,15.30,22.00,7.6,https://arizet.com/quantumstocks/#v/pl/tk/ATRS/sn/APO[5_12]_crosses_0_level/sg/Buy/bk/APO[5_12]_crosses_0_level_Buy_ATRS_1:3_ATR[20]_m24/tp/Ticker/
AVP,"Avon Products, Inc.",10569904,CMO[21]_crosses_0_level,Buy,$4.32,$5.09,$2.00,"1:3_ATR[20]",100.0%,5.27%,5.53%,16.45,18.00,7.2,https://arizet.com/quantumstocks/#v/pl/tk/AVP/sn/CMO[21]_crosses_0_level/sg/Buy/bk/CMO[21]_crosses_0_level_Buy_AVP_1:3_ATR[20]_m24/tp/Ticker/
AVP,"Avon Products, Inc.",10569904,EMA[50]_price_crossover,Buy,$4.32,$5.09,$2.00,"1:3_ATR[20]",100.0%,5.23%,5.53%,18.12,21.00,6.9,https://arizet.com/quantumstocks/#v/pl/tk/AVP/sn/EMA[50]_price_crossover/sg/Buy/bk/EMA[50]_price_crossover_Buy_AVP_1:3_ATR[20]_m24/tp/Ticker/
