
Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
HE,"Hawaiian Electric Industries, Inc.",238584,EMA[20]_price_crossover,Buy,$45.22,$45.28,$45.04,"1:3_ATR[20]",100.0%,1.86%,1.47%,7.45,29.00,9.5,https://arizet.com/quantumstocks/#v/pl/tk/HE/sn/EMA[20]_price_crossover/sg/Buy/bk/EMA[20]_price_crossover_Buy_HE_1:3_ATR[20]_m24/tp/Ticker/
ZTS,"Zoetis Inc.",1442677,CCI[10]_crosses_back_100_(-100)_levels,Buy,$127.05,$127.11,$126.87,"1:3_ATR[20]",100.0%,1.81%,1.76%,19.73,28.00,7.0,https://arizet.com/quantumstocks/#v/pl/tk/ZTS/sn/CCI[10]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[10]_crosses_back_100_(-100)_levels_Buy_ZTS_1:3_ATR[20]_m24/tp/Ticker/
ADX,"Adams Diversified Equity Fund, Inc.",115173,ADOSC[3_10]_crosses_0_level,Buy,$15.73,$15.79,$15.55,"1:3_ATR[20]",100.0%,1.27%,1.15%,10.61,21.00,6.4,https://arizet.com/quantumstocks/#v/pl/tk/ADX/sn/ADOSC[3_10]_crosses_0_level/sg/Buy/bk/ADOSC[3_10]_crosses_0_level_Buy_ADX_1:3_ATR[20]_m24/tp/Ticker/
XLK,"Technology Select Sector SPDR Fund",10938425,SMA[50]_price_crossover,Buy,$80.55,n/a,n/a,"exit_after_20_days",100.0%,3.93%,3.76%,6.88,16.00,29.3,https://arizet.com/quantumstocks/#v/pl/tk/XLK/sn/SMA[50]_price_crossover/sg/Buy/bk/SMA[50]_price_crossover_Buy_XLK_exit_after_20_days_m24/tp/Ticker/
AJG,"Arthur J. Gallagher & Co.",588635,WMA[100]_price_crossover,Buy,$89.02,$89.20,$88.84,"3:3_ATR[20]",100.0%,3.66%,3.85%,9.43,15.00,19.7,https://arizet.com/quantumstocks/#v/pl/tk/AJG/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Buy_AJG_3:3_ATR[20]_m24/tp/Ticker/
AJG,"Arthur J. Gallagher & Co.",588635,WMA[100]_price_crossover,Buy,$89.02,$89.08,$88.84,"1:3_ATR[20]",100.0%,1.63%,1.66%,22.70,16.00,7.8,https://arizet.com/quantumstocks/#v/pl/tk/AJG/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Buy_AJG_1:3_ATR[20]_m24/tp/Ticker/
AJG,"Arthur J. Gallagher & Co.",588635,WMA[100]_price_crossover,Buy,$89.02,$89.14,$88.84,"2:3_ATR[20]",100.0%,2.93%,2.89%,12.41,15.00,14.7,https://arizet.com/quantumstocks/#v/pl/tk/AJG/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Buy_AJG_2:3_ATR[20]_m24/tp/Ticker/
AJG,"Arthur J. Gallagher & Co.",588635,WMA[100]_price_crossover,Buy,$89.02,n/a,n/a,"exit_after_20_days",100.0%,5.25%,4.94%,6.64,15.00,29.5,https://arizet.com/quantumstocks/#v/pl/tk/AJG/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Buy_AJG_exit_after_20_days_m24/tp/Ticker/
APD,"Air Products and Chemicals, Inc.",768841,CCI[20]_crosses_back_100_(-100)_levels,Buy,$213.88,$213.94,$213.76,"1:2_ATR[20]",100.0%,1.88%,1.93%,16.99,17.00,5.1,https://arizet.com/quantumstocks/#v/pl/tk/APD/sn/CCI[20]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_back_100_(-100)_levels_Buy_APD_1:2_ATR[20]_m24/tp/Ticker/
APD,"Air Products and Chemicals, Inc.",768841,CCI[20]_crosses_back_100_(-100)_levels,Buy,$213.88,$213.94,$213.70,"1:3_ATR[20]",100.0%,1.88%,1.93%,16.99,17.00,5.1,https://arizet.com/quantumstocks/#v/pl/tk/APD/sn/CCI[20]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_back_100_(-100)_levels_Buy_APD_1:3_ATR[20]_m24/tp/Ticker/
ARCC,"Ares Capital Corporation",940540,WMA[100]_price_crossover,Buy,$18.27,$18.33,$18.16,"1:2_ATR[20]",100.0%,1.28%,1.33%,16.23,15.00,10.0,https://arizet.com/quantumstocks/#v/pl/tk/ARCC/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Buy_ARCC_1:2_ATR[20]_m24/tp/Ticker/
ARCC,"Ares Capital Corporation",940540,WMA[100]_price_crossover,Buy,$18.27,$18.33,$18.10,"1:3_ATR[20]",100.0%,1.28%,1.33%,16.23,15.00,10.0,https://arizet.com/quantumstocks/#v/pl/tk/ARCC/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Buy_ARCC_1:3_ATR[20]_m24/tp/Ticker/
ASTC,"Astrotech Corporation",42366,ZIGZAGHL[3_3_0_10]_mean_reversion,Buy,$1.54,$1.60,$1.36,"1:3_ATR[20]",97.5%,9.94%,10.37%,13.74,40.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/ASTC/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Buy/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_ASTC_1:3_ATR[20]_m24/tp/Ticker/
ASTC,"Astrotech Corporation",42366,ZIGZAGHL[5_15_0_7]_mean_reversion,Buy,$1.54,$1.60,$1.36,"1:3_ATR[20]",97.1%,9.72%,10.21%,11.58,34.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/ASTC/sn/ZIGZAGHL[5_15_0_7]_mean_reversion/sg/Buy/bk/ZIGZAGHL[5_15_0_7]_mean_reversion_Buy_ASTC_1:3_ATR[20]_m24/tp/Ticker/
