ARIZET QUANTUMSTOCKS CUSTOM SCREEN
BUY/SELL signals from Models with 75%+ success rates. 10K+ daily volume.

Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
SSI,"Stage Stores, Inc.",733790,ZIGZAGHL[10_10_0_5]_trend_follow,Buy,$2.47,$2.73,$1.69,"1:3_ATR[20]",83.9%,2.27%,5.56%,1.67,31.00,4.8,https://arizet.com/quantumstocks/#v/pl/tk/SSI/sn/ZIGZAGHL[10_10_0_5]_trend_follow/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_trend_follow_Buy_SSI_1:3_ATR[20]_m24/tp/Ticker/
AAL,"American Airlines Group Inc.",5698386,SMA[5]_price_crossover,Buy,$30.95,$31.21,$30.43,"1:2_ATR[20]",75.8%,0.98%,2.99%,1.70,62.00,7.7,https://arizet.com/quantumstocks/#v/pl/tk/AAL/sn/SMA[5]_price_crossover/sg/Buy/bk/SMA[5]_price_crossover_Buy_AAL_1:2_ATR[20]_m24/tp/Ticker/
AAN,"Aaron's,  Inc.",1098941,CCI[5]_crosses_back_100_(-100)_levels,Buy,$73.87,$74.13,$73.35,"1:2_ATR[20]",85.0%,1.57%,2.84%,2.46,20.00,7.5,https://arizet.com/quantumstocks/#v/pl/tk/AAN/sn/CCI[5]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[5]_crosses_back_100_(-100)_levels_Buy_AAN_1:2_ATR[20]_m24/tp/Ticker/
AAN,"Aaron's,  Inc.",1098941,CCI[5]_crosses_back_100_(-100)_levels,Buy,$73.87,$74.13,$73.09,"1:3_ATR[20]",90.0%,1.92%,2.84%,3.83,20.00,8.8,https://arizet.com/quantumstocks/#v/pl/tk/AAN/sn/CCI[5]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[5]_crosses_back_100_(-100)_levels_Buy_AAN_1:3_ATR[20]_m24/tp/Ticker/
AAN,"Aaron's,  Inc.",1098941,SR[3]_counter_trend,Buy,$73.87,$74.13,$73.35,"1:2_ATR[20]",76.5%,0.89%,2.83%,1.07,17.00,8.7,https://arizet.com/quantumstocks/#v/pl/tk/AAN/sn/SR[3]_counter_trend/sg/Buy/bk/SR[3]_counter_trend_Buy_AAN_1:2_ATR[20]_m24/tp/Ticker/
AAN,"Aaron's,  Inc.",1098941,STOCHRSI[9_5_3]_K_crosses_80_20_levels,Buy,$73.87,$74.13,$73.35,"1:2_ATR[20]",100.0%,2.77%,2.89%,40.82,15.00,5.7,https://arizet.com/quantumstocks/#v/pl/tk/AAN/sn/STOCHRSI[9_5_3]_K_crosses_80_20_levels/sg/Buy/bk/STOCHRSI[9_5_3]_K_crosses_80_20_levels_Buy_AAN_1:2_ATR[20]_m24/tp/Ticker/
AAN,"Aaron's,  Inc.",1098941,STOCHRSI[9_5_3]_K_crosses_80_20_levels,Buy,$73.87,$74.13,$73.09,"1:3_ATR[20]",100.0%,2.77%,2.89%,40.82,15.00,5.7,https://arizet.com/quantumstocks/#v/pl/tk/AAN/sn/STOCHRSI[9_5_3]_K_crosses_80_20_levels/sg/Buy/bk/STOCHRSI[9_5_3]_K_crosses_80_20_levels_Buy_AAN_1:3_ATR[20]_m24/tp/Ticker/
ZTS,"Zoetis Inc.",1867055,CCI[5]_crosses_100_(-100)_levels,Buy,$124.76,$125.02,$124.24,"1:2_ATR[20]",79.6%,0.93%,1.72%,2.17,49.00,6.6,https://arizet.com/quantumstocks/#v/pl/tk/ZTS/sn/CCI[5]_crosses_100_(-100)_levels/sg/Buy/bk/CCI[5]_crosses_100_(-100)_levels_Buy_ZTS_1:2_ATR[20]_m24/tp/Ticker/
ZTS,"Zoetis Inc.",1867055,BBANDS[5_1_1]_counter_trend,Buy,$124.76,$125.02,$123.98,"1:3_ATR[20]",80.4%,0.70%,1.72%,1.58,56.00,7.6,https://arizet.com/quantumstocks/#v/pl/tk/ZTS/sn/BBANDS[5_1_1]_counter_trend/sg/Buy/bk/BBANDS[5_1_1]_counter_trend_Buy_ZTS_1:3_ATR[20]_m24/tp/Ticker/
ZTS,"Zoetis Inc.",1867055,BBANDS[5_1_1]_counter_trend,Buy,$124.76,$125.02,$124.24,"1:2_ATR[20]",77.2%,0.80%,1.72%,2.11,57.00,6.5,https://arizet.com/quantumstocks/#v/pl/tk/ZTS/sn/BBANDS[5_1_1]_counter_trend/sg/Buy/bk/BBANDS[5_1_1]_counter_trend_Buy_ZTS_1:2_ATR[20]_m24/tp/Ticker/
