ARIZET QUANTUMSTOCKS CUSTOM SCREEN
BUY/SELL signals from Models with 75%+ success rates. 10K+ daily volume.

Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
NGL,"NGL Energy Partners LP",1346738,WMA[20]_price_crossover,Buy,$13.91,$14.82,$11.19,"1:3_ATR[20]",91.2%,2.74%,3.88%,3.99,34.00,6.6,https://arizet.com/quantumstocks/#v/pl/tk/NGL/sn/WMA[20]_price_crossover/sg/Buy/bk/WMA[20]_price_crossover_Buy_NGL_1:3_ATR[20]_m24/tp/Ticker/
ZUMZ,"Zumiez Inc.",741843,WMA[20]_price_crossover,Buy,$31.68,$32.58,$29.86,"1:2_ATR[20]",78.6%,1.81%,4.19%,1.92,28.00,8.1,https://arizet.com/quantumstocks/#v/pl/tk/ZUMZ/sn/WMA[20]_price_crossover/sg/Buy/bk/WMA[20]_price_crossover_Buy_ZUMZ_1:2_ATR[20]_m24/tp/Ticker/
AAMC,"Altisource Asset Management Corp",20918,BBANDS[5_1_1]_counter_trend,Buy,$9.33,n/a,n/a,"opsig",78.6%,1.78%,3.09%,1.67,84.00,8.7,https://arizet.com/quantumstocks/#v/pl/tk/AAMC/sn/BBANDS[5_1_1]_counter_trend/sg/Buy/bk/BBANDS[5_1_1]_counter_trend_Buy_Sell_AAMC_opsig_m24/tp/Ticker/
ZUMZ,"Zumiez Inc.",741843,SMA[20]_price_crossover,Buy,$31.68,$32.58,$29.86,"1:2_ATR[20]",76.9%,1.38%,4.10%,1.39,26.00,7.7,https://arizet.com/quantumstocks/#v/pl/tk/ZUMZ/sn/SMA[20]_price_crossover/sg/Buy/bk/SMA[20]_price_crossover_Buy_ZUMZ_1:2_ATR[20]_m24/tp/Ticker/
ZUMZ,"Zumiez Inc.",741843,EMA[5]_price_crossover,Buy,$31.68,$32.58,$29.86,"1:2_ATR[20]",75.0%,1.27%,3.87%,1.99,60.00,8.5,https://arizet.com/quantumstocks/#v/pl/tk/ZUMZ/sn/EMA[5]_price_crossover/sg/Buy/bk/EMA[5]_price_crossover_Buy_ZUMZ_1:2_ATR[20]_m24/tp/Ticker/
ZUMZ,"Zumiez Inc.",741843,CMO[9]_crosses_0_level,Buy,$31.68,$32.58,$28.96,"1:3_ATR[20]",81.3%,1.13%,4.04%,1.02,32.00,8.8,https://arizet.com/quantumstocks/#v/pl/tk/ZUMZ/sn/CMO[9]_crosses_0_level/sg/Buy/bk/CMO[9]_crosses_0_level_Buy_ZUMZ_1:3_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",213140,BOP_crosses_0_level,Buy,$45.94,$46.85,$43.22,"1:3_ATR[20]",77.7%,0.76%,2.59%,1.97,121.00,9.0,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/BOP_crosses_0_level/sg/Buy/bk/BOP_crosses_0_level_Buy_AAON_1:3_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",213140,CCI[10]_crosses_back_100_(-100)_levels,Buy,$45.94,$46.85,$44.13,"1:2_ATR[20]",80.0%,1.46%,2.55%,2.21,25.00,8.4,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/CCI[10]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[10]_crosses_back_100_(-100)_levels_Buy_AAON_1:2_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",213140,CCI[5]_crosses_back_100_(-100)_levels,Buy,$45.94,$46.85,$44.13,"1:2_ATR[20]",75.6%,1.21%,2.67%,2.36,45.00,8.1,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/CCI[5]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[5]_crosses_back_100_(-100)_levels_Buy_AAON_1:2_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",213140,STOCHF[14_3]_K_crosses_D_line,Buy,$45.94,$46.85,$44.13,"1:2_ATR[20]",83.3%,1.79%,3.11%,2.56,24.00,7.3,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/STOCHF[14_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[14_3]_K_crosses_D_line_Buy_AAON_1:2_ATR[20]_m24/tp/Ticker/
