ARIZET QUANTUMSTOCKS CUSTOM SCREEN
BUY/SELL signals from Models with 75%+ success rates. 10K+ daily volume.

Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
AGYS,"Agilysys, Inc.",169600,TRIMA[50]_price_crossover,Buy,$26.91,$27.81,$25.11,"1:2_ATR[20]",78.9%,1.56%,2.75%,2.24,19.00,8.9,https://arizet.com/quantumstocks/#v/pl/tk/AGYS/sn/TRIMA[50]_price_crossover/sg/Buy/bk/TRIMA[50]_price_crossover_Buy_AGYS_1:2_ATR[20]_m24/tp/Ticker/
Z,"Zillow Group, Inc.",2511017,AROONOSC[10]_crosses_0_level,Buy,$30.47,$31.37,$27.76,"1:3_ATR[20]",90.0%,2.00%,3.26%,1.69,20.00,7.8,https://arizet.com/quantumstocks/#v/pl/tk/Z/sn/AROONOSC[10]_crosses_0_level/sg/Buy/bk/AROONOSC[10]_crosses_0_level_Buy_Z_1:3_ATR[20]_m24/tp/Ticker/
Z,"Zillow Group, Inc.",2511017,AROONOSC[10]_crosses_0_level,Buy,$30.47,$31.37,$28.67,"1:2_ATR[20]",75.0%,1.21%,3.26%,1.11,20.00,5.6,https://arizet.com/quantumstocks/#v/pl/tk/Z/sn/AROONOSC[10]_crosses_0_level/sg/Buy/bk/AROONOSC[10]_crosses_0_level_Buy_Z_1:2_ATR[20]_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1066722,MFI[7]_crosses_70_30_levels,Buy,$14.82,n/a,n/a,"exit_after_3_days",76.2%,2.27%,2.56%,2.04,21.00,4.0,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/MFI[7]_crosses_70_30_levels/sg/Buy/bk/MFI[7]_crosses_70_30_levels_Buy_ZUO_exit_after_3_days_m24/tp/Ticker/
ZUMZ,"Zumiez Inc.",496762,BBANDS[20_1_1]_counter_trend,Buy,$30.53,$31.43,$28.73,"1:2_ATR[20]",75.0%,1.10%,3.97%,0.98,24.00,8.3,https://arizet.com/quantumstocks/#v/pl/tk/ZUMZ/sn/BBANDS[20_1_1]_counter_trend/sg/Buy/bk/BBANDS[20_1_1]_counter_trend_Buy_ZUMZ_1:2_ATR[20]_m24/tp/Ticker/
ZTS,"Zoetis Inc.",984676,ADOSC[3_10]_crosses_0_level,Buy,$126.07,$126.97,$124.27,"1:2_ATR[20]",81.3%,1.04%,1.68%,2.28,32.00,8.4,https://arizet.com/quantumstocks/#v/pl/tk/ZTS/sn/ADOSC[3_10]_crosses_0_level/sg/Buy/bk/ADOSC[3_10]_crosses_0_level_Buy_ZTS_1:2_ATR[20]_m24/tp/Ticker/
ZNH,"China Southern Airlines Company Limited",32322,MACD[10_20_5]_crosses_signal_line,Buy,$30.47,$32.27,$27.76,"2:3_ATR[20]",82.6%,3.52%,6.11%,2.46,23.00,8.7,https://arizet.com/quantumstocks/#v/pl/tk/ZNH/sn/MACD[10_20_5]_crosses_signal_line/sg/Buy/bk/MACD[10_20_5]_crosses_signal_line_Buy_ZNH_2:3_ATR[20]_m24/tp/Ticker/
ZNH,"China Southern Airlines Company Limited",32322,BBANDS[10_1_1]_breakout,Buy,$30.47,$31.37,$27.76,"1:3_ATR[20]",86.5%,2.32%,3.12%,1.99,37.00,6.7,https://arizet.com/quantumstocks/#v/pl/tk/ZNH/sn/BBANDS[10_1_1]_breakout/sg/Buy/bk/BBANDS[10_1_1]_breakout_Buy_ZNH_1:3_ATR[20]_m24/tp/Ticker/
ZGNX,"Zogenix, Inc.",232410,WMA[10]_price_crossover,Buy,$40.93,$41.83,$39.13,"1:2_ATR[20]",75.0%,0.84%,3.74%,1.10,52.00,8.8,https://arizet.com/quantumstocks/#v/pl/tk/ZGNX/sn/WMA[10]_price_crossover/sg/Buy/bk/WMA[10]_price_crossover_Buy_ZGNX_1:2_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",165567,STOCHRSI[14_5_3]_D_crosses_50_level,Buy,$44.95,$45.85,$43.15,"1:2_ATR[20]",86.5%,1.60%,2.65%,3.18,37.00,7.2,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/STOCHRSI[14_5_3]_D_crosses_50_level/sg/Buy/bk/STOCHRSI[14_5_3]_D_crosses_50_level_Buy_AAON_1:2_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",165567,STOCHRSI[14_5_3]_D_crosses_50_level,Buy,$44.95,$45.85,$42.24,"1:3_ATR[20]",89.2%,1.88%,2.65%,3.98,37.00,8.4,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/STOCHRSI[14_5_3]_D_crosses_50_level/sg/Buy/bk/STOCHRSI[14_5_3]_D_crosses_50_level_Buy_AAON_1:3_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",165567,STOCHRSI[21_5_3]_D_crosses_50_level,Buy,$44.95,$45.85,$43.15,"1:2_ATR[20]",86.5%,1.61%,2.65%,3.22,37.00,7.2,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/STOCHRSI[21_5_3]_D_crosses_50_level/sg/Buy/bk/STOCHRSI[21_5_3]_D_crosses_50_level_Buy_AAON_1:2_ATR[20]_m24/tp/Ticker/
AAON,"AAON, Inc.",165567,STOCHRSI[21_5_3]_D_crosses_50_level,Buy,$44.95,$45.85,$42.24,"1:3_ATR[20]",89.2%,1.88%,2.65%,3.98,37.00,8.4,https://arizet.com/quantumstocks/#v/pl/tk/AAON/sn/STOCHRSI[21_5_3]_D_crosses_50_level/sg/Buy/bk/STOCHRSI[21_5_3]_D_crosses_50_level_Buy_AAON_1:3_ATR[20]_m24/tp/Ticker/
AAPL,"Apple Inc.",30549795,AROONOSC[10]_crosses_0_level,Buy,$227.06,$227.96,$226.16,"1:1_ATR[20]",78.3%,1.74%,1.88%,2.80,23.00,6.3,https://arizet.com/quantumstocks/#v/pl/tk/AAPL/sn/AROONOSC[10]_crosses_0_level/sg/Buy/bk/AROONOSC[10]_crosses_0_level_Buy_AAPL_1:1_ATR[20]_m24/tp/Ticker/
AAPL,"Apple Inc.",30549795,AROONOSC[10]_crosses_0_level,Buy,$227.06,$227.96,$225.26,"1:2_ATR[20]",82.6%,1.49%,1.88%,1.99,23.00,7.4,https://arizet.com/quantumstocks/#v/pl/tk/AAPL/sn/AROONOSC[10]_crosses_0_level/sg/Buy/bk/AROONOSC[10]_crosses_0_level_Buy_AAPL_1:2_ATR[20]_m24/tp/Ticker/
AAPL,"Apple Inc.",30549795,AROONOSC[10]_crosses_0_level,Buy,$227.06,$227.96,$224.35,"1:3_ATR[20]",82.6%,1.08%,1.88%,1.18,23.00,7.9,https://arizet.com/quantumstocks/#v/pl/tk/AAPL/sn/AROONOSC[10]_crosses_0_level/sg/Buy/bk/AROONOSC[10]_crosses_0_level_Buy_AAPL_1:3_ATR[20]_m24/tp/Ticker/
AAP,"Advance Auto Parts, Inc.",1206224,BBANDS[10_1_1]_counter_trend,Buy,$158.27,$159.17,$156.47,"1:2_ATR[20]",76.9%,1.13%,2.72%,1.60,39.00,8.4,https://arizet.com/quantumstocks/#v/pl/tk/AAP/sn/BBANDS[10_1_1]_counter_trend/sg/Buy/bk/BBANDS[10_1_1]_counter_trend_Buy_AAP_1:2_ATR[20]_m24/tp/Ticker/
AAT,"American Assets Trust, Inc.",321247,CCI[20]_crosses_back_100_(-100)_levels,Buy,$46.63,$47.53,$43.92,"1:3_ATR[20]",81.8%,0.69%,1.75%,1.25,22.00,9.0,https://arizet.com/quantumstocks/#v/pl/tk/AAT/sn/CCI[20]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_back_100_(-100)_levels_Buy_AAT_1:3_ATR[20]_m24/tp/Ticker/
AAT,"American Assets Trust, Inc.",321247,EMA[50]_price_crossover,Buy,$46.63,n/a,n/a,"exit_after_3_days",78.6%,0.77%,0.55%,2.37,28.00,4.7,https://arizet.com/quantumstocks/#v/pl/tk/AAT/sn/EMA[50]_price_crossover/sg/Buy/bk/EMA[50]_price_crossover_Buy_AAT_exit_after_3_days_m24/tp/Ticker/
AAT,"American Assets Trust, Inc.",321247,EMA[50]_price_crossover,Buy,$46.63,$47.53,$43.92,"1:3_ATR[20]",85.2%,0.99%,1.81%,2.25,27.00,7.0,https://arizet.com/quantumstocks/#v/pl/tk/AAT/sn/EMA[50]_price_crossover/sg/Buy/bk/EMA[50]_price_crossover_Buy_AAT_1:3_ATR[20]_m24/tp/Ticker/
AAT,"American Assets Trust, Inc.",321247,WMA[100]_price_crossover,Buy,$46.63,$47.53,$43.92,"1:3_ATR[20]",93.8%,1.54%,1.89%,3.90,16.00,6.8,https://arizet.com/quantumstocks/#v/pl/tk/AAT/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Buy_AAT_1:3_ATR[20]_m24/tp/Ticker/
ZEN,"Zendesk, Inc.",880817,TRIMA[20]_price_crossover,Buy,$75.14,$76.04,$72.43,"1:3_ATR[20]",83.3%,1.07%,3.10%,1.02,30.00,7.2,https://arizet.com/quantumstocks/#v/pl/tk/ZEN/sn/TRIMA[20]_price_crossover/sg/Buy/bk/TRIMA[20]_price_crossover_Buy_ZEN_1:3_ATR[20]_m24/tp/Ticker/
ZEN,"Zendesk, Inc.",880817,TRIMA[20]_price_crossover,Buy,$75.14,$76.04,$73.34,"1:2_ATR[20]",80.0%,1.41%,3.10%,1.71,30.00,6.6,https://arizet.com/quantumstocks/#v/pl/tk/ZEN/sn/TRIMA[20]_price_crossover/sg/Buy/bk/TRIMA[20]_price_crossover_Buy_ZEN_1:2_ATR[20]_m24/tp/Ticker/
