ARIZET QUANTUMSTOCKS CUSTOM SCREEN
BUY/SELL signals from Models with 75%+ success rates. 10K+ daily volume.

Ticker,Name,Volume,Model,Signal,Price,TakeProfit,StopLoss,ExitType,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
KPTI,"Karyopharm Therapeutics Inc.",1274647,MFI[7]_crosses_80_20_levels,Buy,$10.13,$10.23,$9.84,"1:3_ATR[20]",93.8%,5.52%,5.69%,3.31,16.00,5.7,https://arizet.com/quantumstocks/#v/pl/tk/KPTI/sn/MFI[7]_crosses_80_20_levels/sg/Buy/bk/MFI[7]_crosses_80_20_levels_Buy_KPTI_1:3_ATR[20]_m24/tp/Ticker/
Z,"Zillow Group, Inc.",3903311,STOCH[14_2_5]_K_crosses_D_line,Buy,$30.32,n/a,n/a,"exit_after_1_days",75.0%,0.61%,0.76%,1.02,16.00,1.8,https://arizet.com/quantumstocks/#v/pl/tk/Z/sn/STOCH[14_2_5]_K_crosses_D_line/sg/Buy/bk/STOCH[14_2_5]_K_crosses_D_line_Buy_Z_exit_after_1_days_m24/tp/Ticker/
AAN,"Aaron's,  Inc.",523474,TRIMA[10]_price_crossover,Buy,$61.63,$61.73,$61.34,"1:3_ATR[20]",88.2%,1.64%,2.48%,2.51,17.00,8.8,https://arizet.com/quantumstocks/#v/pl/tk/AAN/sn/TRIMA[10]_price_crossover/sg/Buy/bk/TRIMA[10]_price_crossover_Buy_AAN_1:3_ATR[20]_m24/tp/Ticker/
Z,"Zillow Group, Inc.",3903311,STOCHF[21_3]_K_crosses_D_line,Buy,$30.32,n/a,n/a,"exit_after_1_days",75.0%,1.27%,1.70%,2.99,28.00,1.4,https://arizet.com/quantumstocks/#v/pl/tk/Z/sn/STOCHF[21_3]_K_crosses_D_line/sg/Buy/bk/STOCHF[21_3]_K_crosses_D_line_Buy_Z_exit_after_1_days_m24/tp/Ticker/
Z,"Zillow Group, Inc.",3903311,SR[20]_counter_trend,Buy,$30.32,n/a,n/a,"exit_after_1_days",78.9%,0.69%,1.05%,1.46,19.00,1.8,https://arizet.com/quantumstocks/#v/pl/tk/Z/sn/SR[20]_counter_trend/sg/Buy/bk/SR[20]_counter_trend_Buy_Z_exit_after_1_days_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1675548,SMA[20]_price_crossover,Buy,$15.24,$15.34,$14.95,"1:3_ATR[20]",94.4%,4.08%,4.58%,3.00,18.00,6.7,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/SMA[20]_price_crossover/sg/Buy/bk/SMA[20]_price_crossover_Buy_ZUO_1:3_ATR[20]_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1675548,SMA[20]_price_crossover,Buy,$15.24,$15.34,$15.04,"1:2_ATR[20]",88.9%,3.13%,4.53%,2.13,18.00,6.3,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/SMA[20]_price_crossover/sg/Buy/bk/SMA[20]_price_crossover_Buy_ZUO_1:2_ATR[20]_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1675548,SMA[20]_price_crossover,Buy,$15.24,n/a,n/a,"exit_after_5_days",83.3%,4.00%,5.97%,2.45,18.00,7.4,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/SMA[20]_price_crossover/sg/Buy/bk/SMA[20]_price_crossover_Buy_ZUO_exit_after_5_days_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1675548,SMA[20]_price_crossover,Buy,$15.24,$15.34,$15.14,"1:1_ATR[20]",77.8%,2.94%,4.53%,2.58,18.00,4.8,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/SMA[20]_price_crossover/sg/Buy/bk/SMA[20]_price_crossover_Buy_ZUO_1:1_ATR[20]_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1675548,EMA[20]_price_crossover,Buy,$15.24,$15.34,$14.95,"1:3_ATR[20]",85.7%,2.54%,4.76%,1.45,21.00,8.5,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/EMA[20]_price_crossover/sg/Buy/bk/EMA[20]_price_crossover_Buy_ZUO_1:3_ATR[20]_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1675548,EMA[20]_price_crossover,Buy,$15.24,$15.34,$15.04,"1:2_ATR[20]",81.0%,1.89%,4.64%,1.10,21.00,8.0,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/EMA[20]_price_crossover/sg/Buy/bk/EMA[20]_price_crossover_Buy_ZUO_1:2_ATR[20]_m24/tp/Ticker/
ZUO,"Zuora, Inc.",1675548,EMA[20]_price_crossover,Buy,$15.24,n/a,n/a,"exit_after_5_days",76.2%,1.69%,3.63%,0.99,21.00,7.5,https://arizet.com/quantumstocks/#v/pl/tk/ZUO/sn/EMA[20]_price_crossover/sg/Buy/bk/EMA[20]_price_crossover_Buy_ZUO_exit_after_5_days_m24/tp/Ticker/
ZUMZ,"Zumiez Inc.",411829,CDLHARAMI_reversal,Buy,$30.43,$30.53,$30.23,"1:2_ATR[20]",79.4%,1.75%,3.97%,2.14,34.00,7.7,https://arizet.com/quantumstocks/#v/pl/tk/ZUMZ/sn/CDLHARAMI_reversal/sg/Buy/bk/CDLHARAMI_reversal_Buy_ZUMZ_1:2_ATR[20]_m24/tp/Ticker/
