,date,days,mean,median,model,name,price,signal,success,ticker,trades,tscore,volume
0,2019-09-13T00:00:00.000Z,8.45,0.02495501845748053,0.02459802285924992,RSI[7]_crosses_70_30_levels,HOLLY EGY PTNRS,25.81,Buy,1.0,HEP,20,24.74999871120864,773811
1,2019-09-13T00:00:00.000Z,7.25,0.047149478967681985,0.04830935556527332,BBANDS[20_2_2]_breakout,YY INC-ADR,60.48,Sell,1.0,YY,16,15.009512517387932,606860
2,2019-09-13T00:00:00.000Z,8.608695652173912,0.03237971487085065,0.031196283571341594,EMA[50]_price_crossover,CIMAREX ENERGY,47.95,Sell,1.0,XEC,23,29.29242577814781,2984103
3,2019-09-13T00:00:00.000Z,6.9375,0.03601644769083318,0.03396791961604006,MFI[14]_crosses_70_30_levels,WORKDAY INC-A,167.59,Buy,1.0,WDAY,16,18.837218640277833,1598747
4,2019-09-13T00:00:00.000Z,9.466666666666667,0.062488216660510534,0.048198613407133765,WMA[100]_price_crossover,VINCE HOLDNG CP,14.28,Buy,1.0,VNCE,15,7.484911073483527,283500
5,2019-09-13T00:00:00.000Z,19.666666666666668,0.05613312272326394,0.048143038455046715,ZIGZAGHL[5_15_0_7]_trend_follow,UNIFI INC,23.87,Buy,1.0,UFI,15,9.815193641872543,119035
6,2019-09-13T00:00:00.000Z,19.666666666666668,0.05613312272326394,0.048143038455046715,ZIGZAGHL[3_3_0_10]_trend_follow,UNIFI INC,23.87,Buy,1.0,UFI,15,9.815193641872543,119035
7,2019-09-13T00:00:00.000Z,19.666666666666668,0.05613312272326394,0.048143038455046715,ZIGZAGHL[10_10_0_5]_trend_follow,UNIFI INC,23.87,Buy,1.0,UFI,15,9.815193641872543,119035
8,2019-09-13T00:00:00.000Z,8.916666666666666,0.02014622833712586,0.01885097885194094,CDLHARAMI_reversal,AMGEN INC,195.47,Buy,1.0,AMGN,24,17.64689479876509,2194140
9,2019-09-13T00:00:00.000Z,8.125,0.015821554432305387,0.016786856892835406,EMA[10]_price_crossover,AIR PRODS & CHE,222.24,Buy,0.975,APD,40,9.757826965762703,1015048
10,2019-09-13T00:00:00.000Z,8.594594594594595,0.015392726841685727,0.016446839055618646,SMA[10]_price_crossover,AIR PRODS & CHE,222.24,Buy,0.972972972972973,APD,37,8.906235184086652,1015048
11,2019-09-13T00:00:00.000Z,8.051282051282051,0.015306806732002055,0.01614857057630809,TRIMA[10]_price_crossover,AIR PRODS & CHE,222.24,Buy,0.9743589743589743,APD,39,9.370975995513085,1015048
12,2019-09-13T00:00:00.000Z,4.75,0.032740952742959004,0.03175927911698269,BBANDS[50_1_1]_breakout,GRUPO TELEVISA,9.79,Sell,1.0,TV,20,27.78480741989069,1527518
13,2019-09-13T00:00:00.000Z,8.625,0.03233057569118278,0.03294445788795345,ACCBANDS[50]_breakout,GRUPO TELEVISA,9.79,Sell,1.0,TV,24,18.29828723541056,1527518
14,2019-09-13T00:00:00.000Z,6.888888888888889,0.05332419849989873,0.052336515612344106,ZIGZAGHL[3_3_0_10]_mean_reversion,TELECOM ARGENTI,9.53,Buy,1.0,TEO,18,41.54008131643087,283686
15,2019-09-13T00:00:00.000Z,9.0,0.010765211753002804,0.011117955915418448,SMA[50]_price_crossover,BLACKRK TCP CAP,13.44,Sell,1.0,TCPC,16,16.639516694503257,472721
16,2019-09-13T00:00:00.000Z,11.3125,0.03441323901014668,0.026945855989182005,ADOSC[5_15]_crosses_0_level,GRUPO AEROP-ADR,153.79,Sell,1.0,ASR,16,7.821281644032911,89296
17,2019-09-13T00:00:00.000Z,7.085714285714285,0.013598666245685016,0.014169793877035063,TRIMA[20]_price_crossover,ATMOS ENERGY CP,109.73,Buy,0.9714285714285714,ATO,35,8.064243434809574,479764
18,2019-09-13T00:00:00.000Z,6.266666666666667,0.021247670638265995,0.02206524717490452,EMA[100]_price_crossover,SCHLUMBERGER LT,37.33,Sell,1.0,SLB,15,12.57521481945488,8328791
19,2019-09-13T00:00:00.000Z,8.588235294117647,0.023049519509643908,0.022484149696527466,CMO[21]_crosses_0_level,ARMSTRONG WORLD,95.95,Sell,1.0,AWI,17,24.767142761968817,265829
20,2019-09-13T00:00:00.000Z,18.1875,0.03734674279163826,0.03992166440210315,EMA[100]_price_crossover,BANCO DE CHILE,29.21,Sell,1.0,BCH,16,13.503795713228985,78427
21,2019-09-13T00:00:00.000Z,16.75,0.036580441458871224,0.039045934364533214,TRIMA[100]_price_crossover,BANCO DE CHILE,29.21,Sell,1.0,BCH,16,12.76220786822302,78427
22,2019-09-13T00:00:00.000Z,6.782608695652174,0.07408633819794781,0.05391834992057443,ZIGZAGHL[5_15_0_7]_trend_follow,COMSCORE INC,2.57,Sell,1.0,SCOR,46,14.010671936222936,464069
23,2019-09-13T00:00:00.000Z,8.1,0.06200771058477852,0.06304973914831735,ZIGZAGHL[10_10_0_5]_mean_reversion,QUICKLOGIC CORP,0.334597,Sell,1.0,QUIK,20,17.663922257528743,2029307
24,2019-09-13T00:00:00.000Z,16.025641025641026,0.0012623113470777271,0.0011512718517770486,BOP_crosses_0_level,PULSE ELECTRONC,50.105,Buy,0.9871794871794872,PULS,78,21.930565733123874,111318
25,2019-09-13T00:00:00.000Z,9.421052631578947,0.03277185563971549,0.03252417835778566,BBANDS[50_1_1]_breakout,PILGRIMS PRIDE,30.82,Sell,1.0,PPC,19,41.47727322922377,1096772
26,2019-09-13T00:00:00.000Z,3.2,0.019614467631740785,0.01838188955373796,BBANDS[10_2_2]_counter_trend,PROGRESSIVE COR,72.68,Buy,1.0,PGR,15,15.800137466335258,13240410
