,date,days,mean,median,model,name,price,signal,success,ticker,trades,tscore,volume
0,2019-09-11T00:00:00.000Z,9.333333333333334,0.03289882053712748,0.02846700219639639,SMA[50]_price_crossover,AMER AIRLINES,29.76,Buy,1.0,AAL,18,12.042591204755885,10687075
1,2019-09-11T00:00:00.000Z,7.25,0.047149478967681985,0.04830935556527332,BBANDS[20_2_2]_breakout,YY INC-ADR,59.3,Sell,1.0,YY,16,15.009512517387932,1098752
2,2019-09-11T00:00:00.000Z,10.363636363636363,0.02114636048282651,0.018692553867886125,WMA[50]_price_crossover,AQUA AMER INC,43.2,Buy,1.0,WTR,22,7.747022435800802,1178949
3,2019-09-11T00:00:00.000Z,7.066666666666666,0.01910980673927894,0.01836768880337019,STOCHF[14_3]_K_crosses_D_line,AQUA AMER INC,43.2,Buy,1.0,WTR,15,19.277523942183223,1178949
4,2019-09-11T00:00:00.000Z,10.954545454545455,0.02080194264904295,0.017317928120542697,RSI[5]_crosses_back_70_30_levels,AQUA AMER INC,43.2,Buy,1.0,WTR,22,7.314883134615895,1178949
5,2019-09-11T00:00:00.000Z,8.333333333333334,0.018482844452284083,0.017776353823005322,CCI[30]_crosses_100_(-100)_levels,AMER TOWER CORP,212.7,Buy,1.0,AMT,15,16.68499905763609,3003289
6,2019-09-11T00:00:00.000Z,7.2105263157894735,0.020261964969341975,0.020523529997408082,EMA[100]_price_crossover,AIR PRODS & CHE,216.34,Buy,1.0,APD,19,26.449164717416245,1476865
7,2019-09-11T00:00:00.000Z,10.333333333333334,0.02298989946244067,0.01845150773387303,CMO[21]_crosses_0_level,AQUA AMER INC,43.2,Buy,1.0,WTR,15,5.927808923710016,1178949
8,2019-09-11T00:00:00.000Z,11.066666666666666,0.0631491160070597,0.06999991715461652,CCI[20]_crosses_back_100_(-100)_levels,ARROWHEAD PHARM,30.89,Buy,1.0,ARWR,15,11.436404203614082,1765881
9,2019-09-11T00:00:00.000Z,10.25,0.0694733771607406,0.07063216731767884,RSI[5]_crosses_back_70_30_levels,ARROWHEAD PHARM,30.89,Buy,1.0,ARWR,20,20.33830530243138,1765881
10,2019-09-11T00:00:00.000Z,6.0,0.016737607655739315,0.015858133042965773,CDLHARAMI_reversal,AQUA AMER INC,43.2,Buy,1.0,WTR,22,20.83067597793412,1178949
11,2019-09-11T00:00:00.000Z,7.085714285714285,0.013598666245685016,0.014169793877035063,TRIMA[20]_price_crossover,ATMOS ENERGY CP,109.57,Buy,0.9714285714285714,ATO,35,8.064243434809574,979216
12,2019-09-11T00:00:00.000Z,13.25,0.026364417618533705,0.023529238687153335,EMA[50]_price_crossover,ATRION CORP,784.66,Buy,1.0,ATRI,16,13.282428981948728,30983
13,2019-09-11T00:00:00.000Z,8.588235294117647,0.023049519509643908,0.022484149696527466,CMO[21]_crosses_0_level,ARMSTRONG WORLD,95.71,Sell,1.0,AWI,17,24.767142761968817,314935
14,2019-09-11T00:00:00.000Z,8.952380952380953,0.018787304639884306,0.018098256833101414,CCI[5]_crosses_back_100_(-100)_levels,AMER STATES WTR,90.07,Buy,0.9761904761904762,AWR,42,6.3246900376689,215375
15,2019-09-11T00:00:00.000Z,8.69047619047619,0.020779339576512797,0.019759904956120476,CMO[9]_crosses_0_level,AMER STATES WTR,90.07,Buy,0.9761904761904762,AWR,42,10.978488007231416,215375
16,2019-09-11T00:00:00.000Z,8.0,0.019830537370245187,0.01992620515516247,EMA[20]_price_crossover,AMER STATES WTR,90.07,Buy,0.9722222222222222,AWR,36,10.438223566336939,215375
17,2019-09-11T00:00:00.000Z,9.375,0.025298397675240964,0.019480463280035325,RSI[5]_crosses_back_70_30_levels,AMER STATES WTR,90.07,Buy,1.0,AWR,16,5.458392286200925,215375
18,2019-09-11T00:00:00.000Z,8.772727272727273,0.02245827985570762,0.020821685806238104,SR[5]_counter_trend,WNS HLDGS-ADR,59.39,Buy,1.0,WNS,22,20.222714557581188,130262
19,2019-09-11T00:00:00.000Z,8.705882352941176,0.023305950569522647,0.02203066648230129,SR[10]_counter_trend,WNS HLDGS-ADR,59.39,Buy,1.0,WNS,17,17.232521137383987,130262
20,2019-09-11T00:00:00.000Z,7.466666666666667,0.0261658806450604,0.025922279205582367,CCI[40]_crosses_back_100_(-100)_levels,VERTEX PHARM,173.11,Sell,1.0,VRTX,15,25.42137324866744,1163949
21,2019-09-11T00:00:00.000Z,9.733333333333333,0.038927394934526606,0.03991485369258368,CDLENGULFING_long_reversal,BIOTELEMETRY,42.19,Buy,1.0,BEAT,15,11.717269583630612,428575
