,date,days,mean,median,model,name,price,signal,success,ticker,trades,tscore,volume
0,2019-09-09T00:00:00.000Z,28.65,0.09154645311949403,0.07817675398976223,WMA[50]_price_crossover,LENDINGCLUB CP,14.28,Sell,1.0,LC,20,5.568913367119123,338926
1,2019-09-09T00:00:00.000Z,10.842105263157896,0.048129278569652024,0.046474990494713354,SR[10]_counter_trend,XENCOR INC,34.78,Buy,1.0,XNCR,19,21.304453517010117,308705
2,2019-09-09T00:00:00.000Z,7.863636363636363,0.05032671982950037,0.04300771327462146,CMO[14]_crosses_0_level,AKEBIA THERAP,4.28,Sell,1.0,AKBA,22,13.770294665030669,574513
3,2019-09-09T00:00:00.000Z,10.285714285714286,0.05229135109355757,0.04605293538138936,CMO[21]_crosses_0_level,AKEBIA THERAP,4.28,Sell,1.0,AKBA,21,13.54302230474594,574513
4,2019-09-09T00:00:00.000Z,8.4,0.047178332873126706,0.04734241974166874,WMA[50]_price_crossover,AFFIL MANAGERS,83.05,Sell,1.0,AMG,15,28.86806703463539,547248
5,2019-09-09T00:00:00.000Z,7.891891891891892,0.1006838001961528,0.10540515098342478,ZIGZAGHL[3_3_0_10]_mean_reversion,ASTROTECH CORP,2.3,Buy,0.972972972972973,ASTC,37,12.943341737315441,11990
6,2019-09-09T00:00:00.000Z,7.243243243243243,0.022730867327885845,0.019950196608487864,BBANDS[10_1_1]_counter_trend,AMER STATES WTR,90.09,Buy,1.0,AWR,37,8.364002464328385,320840
7,2019-09-09T00:00:00.000Z,10.105263157894736,0.03880342028096822,0.03007790332405876,ACCBANDS[50]_breakout,BOISE CASCADE,30.96,Buy,1.0,BCC,19,7.586885388502993,124912
8,2019-09-09T00:00:00.000Z,17.444444444444443,0.10511666324324273,0.09981799597369707,BBANDS[50_1_1]_breakout,BIG 5 SPORTING,2.24,Sell,1.0,BGFV,18,21.275951342435928,667258
9,2019-09-09T00:00:00.000Z,9.941176470588236,0.02737384310468467,0.021298174237711638,CMO[21]_crosses_0_level,BERKSHIRE HILLS,30.3,Buy,1.0,BHLB,34,6.25191135307059,331854
10,2019-09-09T00:00:00.000Z,11.461538461538462,0.02508170070883625,0.021359952436875412,EMA[50]_price_crossover,BERKSHIRE HILLS,30.3,Buy,1.0,BHLB,26,6.494703457790515,331854
11,2019-09-09T00:00:00.000Z,11.258064516129032,0.02410419269057208,0.021337948335591744,SMA[50]_price_crossover,BERKSHIRE HILLS,30.3,Buy,1.0,BHLB,31,7.381195503098212,331854
12,2019-09-09T00:00:00.000Z,10.80952380952381,0.024739507031024614,0.021384567023031625,WMA[100]_price_crossover,BERKSHIRE HILLS,30.3,Buy,1.0,BHLB,21,7.599652176835939,331854
13,2019-09-09T00:00:00.000Z,11.676470588235293,0.02757820979227242,0.021298174237711638,WMA[50]_price_crossover,BERKSHIRE HILLS,30.3,Buy,1.0,BHLB,34,6.04418177466348,331854
14,2019-09-09T00:00:00.000Z,8.133333333333333,0.023419485241558565,0.02257525672999499,CMO[21]_crosses_0_level,BADGER METER,53.21,Buy,1.0,BMI,15,29.633788907316987,108584
15,2019-09-09T00:00:00.000Z,11.444444444444445,0.020741483383606055,0.023104480367994583,EMA[50]_price_crossover,BANK OF COMMRC,10.34,Sell,0.9722222222222222,BOCH,36,6.74300824105631,20382
16,2019-09-09T00:00:00.000Z,9.771428571428572,0.021796085738668283,0.02167312029996926,MFI[5]_crosses_back_70_30_levels,BANK OF COMMRC,10.34,Sell,0.9714285714285714,BOCH,35,13.911208713713611,20382
17,2019-09-09T00:00:00.000Z,6.0588235294117645,0.04326124688799671,0.04473265155218557,BBANDS[20_2_2]_breakout,CAI INTL INC,22.65,Sell,1.0,CAI,17,22.258595622737225,201834
18,2019-09-09T00:00:00.000Z,10.9375,0.028002954998953736,0.031191060205004416,EMA[100]_price_crossover,CATERPILLAR INC,127.25,Buy,1.0,CAT,16,18.334303395514308,4376243
19,2019-09-09T00:00:00.000Z,7.933333333333334,0.01908678910082268,0.018051541220230498,EMA[100]_price_crossover,COMMERCE BANCSH,58.94,Sell,1.0,CBSH,15,28.265472779947494,388492
20,2019-09-09T00:00:00.000Z,22.058823529411764,0.08223799272925049,0.07781959274170024,ZIGZAGHL[10_10_0_5]_mean_reversion,CELLCOM ISRAEL,2.14,Sell,1.0,CEL,17,8.479736100030047,14871
21,2019-09-09T00:00:00.000Z,8.4375,0.024709143712248208,0.027180899067462752,ZIGZAGHL[3_3_0_10]_mean_reversion,CELLCOM ISRAEL,2.14,Sell,1.0,CEL,16,20.195135645054606,14871
22,2019-09-09T00:00:00.000Z,12.4,0.05500942252261533,0.0529564063026586,CCI[20]_crosses_100_(-100)_levels,CLOVIS ONCOLOGY,5.29,Sell,1.0,CLVS,15,12.26274896295193,2803708
23,2019-09-09T00:00:00.000Z,8.5625,0.027592663344636215,0.026165209540460747,STOCHF[5_3]_K_crosses_D_line,SALESFORCE.COM,149.54,Buy,1.0,CRM,16,8.122233892612602,6188267
24,2019-09-09T00:00:00.000Z,8.5625,0.027592663344636215,0.026165209540460747,STOCH[5_1_3]_K_crosses_D_line,SALESFORCE.COM,149.54,Buy,1.0,CRM,16,8.122233892612602,6188267
25,2019-09-09T00:00:00.000Z,7.2,0.03165964056621203,0.03236854174900376,CMO[21]_crosses_0_level,CAESARSTONE LTD,14.96,Sell,1.0,CSTE,15,11.745224774249229,237146
26,2019-09-09T00:00:00.000Z,5.733333333333333,0.03410143864565021,0.0351256377055294,TRIMA[50]_price_crossover,CAESARSTONE LTD,14.96,Sell,1.0,CSTE,15,15.650422979585146,237146
