"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ALLO","Allogene Therapeutics, Inc.","Healthcare","Biotechnology","USA",3291.40,,26.53,-0.19%,102516
2,"ANIK","Anika Therapeutics, Inc.","Healthcare","Biotechnology","USA",758.14,24.23,51.50,-1.77%,7352
3,"MIK","The Michaels Companies, Inc.","Services","Specialty Retail, Other","USA",983.50,3.56,5.95,-3.56%,323964
4,"PTLA","Portola Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1993.74,,25.68,-2.10%,245420
5,"RLGY","Realogy Holdings Corp.","Financial","Property Management","USA",1153.73,,9.28,-4.92%,343239
6,"SKT","Tanger Factory Outlet Centers, Inc.","Financial","REIT - Retail","USA",1376.76,11.83,14.78,-0.81%,370208
7,"WRLD","World Acceptance Corporation","Financial","Credit Services","USA",685.24,14.24,85.79,-0.09%,4860
