,date,ticker,name,volume,model,signal,price,take_profit,stop_loss,exit,success,mean,median,tscore,trades,days
0,2020-02-12T00:00:00.000Z,A,"Agilent Technologies, Inc.",1439811,BBANDS[10_1_1]_breakout,Buy,85.43,,,1:2_ATR[20],0.8,0.00874371485900713,0.01736309501899063,2.7230851512639496,50,6.8
1,2020-02-12T00:00:00.000Z,A,"Agilent Technologies, Inc.",1439811,BBANDS[10_1_1]_breakout,Buy,85.43,,,1:3_ATR[20],0.82,0.006491859169329274,0.01736309501899063,1.594228480377497,50,7.82
2,2020-02-12T00:00:00.000Z,A,"Agilent Technologies, Inc.",1439811,BBANDS[5_1_1]_breakout,Buy,85.43,,,1:3_ATR[20],0.8108108108108109,0.006823240488850288,0.01775681403138234,2.034241069685879,74,8.27027027027027
3,2020-02-12T00:00:00.000Z,A,"Agilent Technologies, Inc.",1439811,CMO[9]_crosses_0_level,Buy,85.43,,,exit_after_5_days,0.75,0.012337387374555675,0.013331193873921787,2.888810816819251,28,7.142857142857143
4,2020-02-12T00:00:00.000Z,AAL,American Airlines Group Inc.,9267994,RSI[7]_crosses_70_30_levels,Sell,30.47,,,exit_after_3_days,0.76,0.011212795019256837,0.017225747960108753,1.9072202721032983,25,4.04
5,2020-02-12T00:00:00.000Z,AAL,American Airlines Group Inc.,9267994,RSI[7]_crosses_70_30_levels,Sell,30.47,,,exit_after_5_days,0.76,0.02034171268234851,0.0207223208999408,2.334289714296777,25,7.28
6,2020-02-12T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16861,ADOSC[3_10]_crosses_0_level,Sell,12.88,,,1:2_ATR[20],0.8076923076923077,0.02712255515013164,0.0532727627902607,1.896741912125696,26,7.923076923076923
7,2020-02-12T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16861,ADOSC[3_10]_crosses_0_level,Sell,12.88,,,1:3_ATR[20],0.8461538461538461,0.020918892871388556,0.0532727627902607,1.1363785947430907,26,8.23076923076923
8,2020-02-12T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16861,MFI[5]_crosses_70_30_levels,Sell,12.88,,,1:2_ATR[20],0.8055555555555556,0.02279613175651601,0.04711880629104506,1.7163430670741064,36,7.833333333333333
9,2020-02-12T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16861,STOCHRSI[14_5_3]_K_crosses_80_20_levels,Sell,12.88,,,1:1_ATR[20],0.75,0.032109130926765775,0.04079839458089969,4.440877242320404,76,6.447368421052632
