,date,ticker,name,volume,model,signal,price,take_profit,stop_loss,exit,success,mean,median,tscore,trades,days
0,2020-02-18T00:00:00.000Z,A,"Agilent Technologies, Inc.",2544720,CMO[21]_crosses_0_level,Sell,84.79,,,1:2_ATR[20],0.7727272727272727,0.006476328748105026,0.020821620150395806,1.0537388392527893,22,5.2272727272727275
1,2020-02-18T00:00:00.000Z,A,"Agilent Technologies, Inc.",2544720,SMA[50]_price_crossover,Sell,84.79,,,exit_after_1_days,0.75,0.011547623115427041,0.006060612844967798,2.9317979984706732,16,1.5
2,2020-02-18T00:00:00.000Z,A,"Agilent Technologies, Inc.",2544720,STOCHRSI[14_5_3]_K_crosses_80_20_levels,Buy,84.79,,,1:3_ATR[20],0.8059701492537313,0.006540886986569418,0.018382592596530654,1.7547244662941919,67,8.074626865671641
3,2020-02-18T00:00:00.000Z,A,"Agilent Technologies, Inc.",2544720,STOCHRSI[21_5_3]_K_crosses_80_20_levels,Buy,84.79,,,1:2_ATR[20],0.7611940298507462,0.006462872034089409,0.01793572940182395,1.9768044735508146,67,6.402985074626866
4,2020-02-18T00:00:00.000Z,A,"Agilent Technologies, Inc.",2544720,STOCHRSI[21_5_3]_K_crosses_80_20_levels,Buy,84.79,,,1:3_ATR[20],0.8059701492537313,0.006660943902075657,0.01864011012066356,1.776899354286039,67,7.895522388059701
5,2020-02-18T00:00:00.000Z,AA,Alcoa Corp.,3152372,MFI[5]_crosses_80_20_levels,Sell,15.98,,,1:2_ATR[20],0.75,0.011138249989909529,0.035989300405800895,1.1698077655678847,28,7.821428571428571
6,2020-02-18T00:00:00.000Z,AAL,American Airlines Group Inc.,7659015,CCI[30]_crosses_back_100_(-100)_levels,Sell,28.63,,,1:2_ATR[20],0.7894736842105263,0.010925019762052146,0.02734774477914145,1.2427262620006712,19,6.157894736842105
7,2020-02-18T00:00:00.000Z,AAL,American Airlines Group Inc.,7659015,CCI[30]_crosses_back_100_(-100)_levels,Sell,28.63,,,1:3_ATR[20],0.9444444444444444,0.023968086634351668,0.0282208872719373,3.765980039891694,18,8.0
8,2020-02-18T00:00:00.000Z,AAL,American Airlines Group Inc.,7659015,CCI[30]_crosses_back_100_(-100)_levels,Sell,28.63,,,exit_after_5_days,0.7894736842105263,0.025301459785507248,0.038114634855978956,2.532391488424808,19,7.631578947368421
9,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,BBANDS[10_1_1]_counter_trend,Sell,15.0,,,1:1_ATR[20],0.7647058823529411,0.038937714551529536,0.056708936976493325,4.127606752478095,34,5.588235294117647
10,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,BBANDS[10_1_1]_counter_trend,Sell,15.0,,,1:2_ATR[20],0.8823529411764706,0.03874848622724575,0.056708936976493325,3.2713970902170284,34,6.264705882352941
11,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,BBANDS[10_1_1]_counter_trend,Sell,15.0,,,1:3_ATR[20],0.8823529411764706,0.03843410974827096,0.056708936976493325,2.9040176905522737,34,7.617647058823529
12,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,BBANDS[20_1_1]_counter_trend,Sell,15.0,,,1:2_ATR[20],0.8125,0.016101078031579227,0.03773170722427647,0.8530410566832892,16,4.3125
13,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,CCI[10]_crosses_100_(-100)_levels,Sell,15.0,,,1:2_ATR[20],0.8260869565217391,0.028142760989210668,0.05565550857496294,1.6314837098125312,23,6.695652173913044
14,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,CCI[10]_crosses_100_(-100)_levels,Sell,15.0,,,1:3_ATR[20],0.8260869565217391,0.022146263268042598,0.05565550857496294,1.039452386565012,23,7.956521739130435
15,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,CCI[5]_crosses_100_(-100)_levels,Sell,15.0,,,1:2_ATR[20],0.7857142857142857,0.021607424066725604,0.04218766207108785,1.6493987673341388,42,5.904761904761905
16,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,STOCHF[5_3]_K_crosses_D_line,Sell,15.0,,,1:2_ATR[20],0.75,0.019404088446386723,0.05366111569148791,1.0198014090596264,20,7.45
17,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,STOCHF[5_3]_K_crosses_D_line,Sell,15.0,,,1:3_ATR[20],0.8,0.022323846347297106,0.05366111569148791,1.0588969124195524,20,8.4
18,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,STOCH[5_1_3]_K_crosses_D_line,Sell,15.0,,,1:2_ATR[20],0.75,0.019404088446386723,0.05366111569148791,1.0198014090596264,20,7.45
19,2020-02-18T00:00:00.000Z,AAMC,Altisource Asset Management Corp,16266,STOCH[5_1_3]_K_crosses_D_line,Sell,15.0,,,1:3_ATR[20],0.8,0.022323846347297106,0.05366111569148791,1.0588969124195524,20,8.4
