,date,days,exit,mean,median,model,name,price,signal,stop_loss,success,take_profit,ticker,trades,tscore,volume
0,2020-01-09T00:00:00.000Z,8.863636363636363,1:2_ATR[20],0.013177922773330934,0.01715523948029894,ACCBANDS[20]_breakout,"Agilent Technologies, Inc.",87.27,Buy,84.83832017317788,0.8636363636363636,88.48583991341106,A,22,3.224369185653614,1676186
1,2020-01-09T00:00:00.000Z,6.068965517241379,1:2_ATR[20],0.006775324237305277,0.019481732096942074,MACD[10_20_5]_crosses_signal_line,"Agilent Technologies, Inc.",87.27,Buy,84.83832017317788,0.7586206896551724,88.48583991341106,A,29,1.3331129931224555,1676186
2,2020-01-09T00:00:00.000Z,8.068965517241379,1:3_ATR[20],0.01039660661264595,0.0207951062812891,MACD[10_20_5]_crosses_signal_line,"Agilent Technologies, Inc.",87.27,Buy,83.62248025976682,0.8275862068965517,88.48583991341106,A,29,2.046725483010203,1676186
3,2020-01-09T00:00:00.000Z,7.172413793103448,exit_after_5_days,0.013490778878685912,0.020957686695848233,MACD[10_20_5]_crosses_signal_line,"Agilent Technologies, Inc.",87.27,Buy,,0.7586206896551724,,A,29,2.4052705126481233,1676186
4,2020-01-09T00:00:00.000Z,7.595238095238095,1:2_ATR[20],0.00880633160489647,0.01855998652104195,STOCHRSI[14_5_3]_D_crosses_50_level,"Agilent Technologies, Inc.",87.27,Buy,84.83832017317788,0.7619047619047619,88.48583991341106,A,42,1.9904488169477519,1676186
5,2020-01-09T00:00:00.000Z,7.8,1:2_ATR[20],0.009025046624770846,0.01912618965577672,STOCHRSI[21_5_3]_D_crosses_50_level,"Agilent Technologies, Inc.",87.27,Buy,84.83832017317788,0.775,88.48583991341106,A,40,1.9769991892434198,1676186
6,2020-01-09T00:00:00.000Z,6.428571428571429,1:2_ATR[20],0.016067212461874297,0.038216597261942195,CCI[40]_crosses_100_(-100)_levels,Alcoa Corp.,19.81,Buy,17.37832017317788,0.8095238095238095,21.02583991341106,AA,21,1.5027441130485346,5653502
7,2020-01-09T00:00:00.000Z,7.809523809523809,1:3_ATR[20],0.015897910023899942,0.0382383807939634,CCI[40]_crosses_100_(-100)_levels,Alcoa Corp.,19.81,Buy,16.16248025976682,0.8571428571428571,21.02583991341106,AA,21,1.2360299026649704,5653502
8,2020-01-09T00:00:00.000Z,7.7368421052631575,1:2_ATR[20],0.011789839606268221,0.038374895394021266,SMA[100]_price_crossover,Alcoa Corp.,19.81,Sell,22.241679826822118,0.7894736842105263,18.59416008658894,AA,19,0.9852244160612181,5653502
9,2020-01-09T00:00:00.000Z,2.8823529411764706,1:1_ATR[20],0.02793179618759613,0.0483803781986053,ZIGZAGHL[10_10_0_5]_mean_reversion,"Applied Optoelectronics, Inc.",13.06,Sell,14.27583991341106,0.7647058823529411,11.844160086588941,AAOI,17,2.7183367145012354,1621862
10,2020-01-09T00:00:00.000Z,3.9411764705882355,1:2_ATR[20],0.01664776612652923,0.0483803781986053,ZIGZAGHL[10_10_0_5]_mean_reversion,"Applied Optoelectronics, Inc.",13.06,Sell,15.49167982682212,0.7647058823529411,11.844160086588941,AAOI,17,1.0934857361176482,1621862
11,2020-01-09T00:00:00.000Z,4.882352941176471,1:3_ATR[20],0.0224986090957578,0.0483803781986053,ZIGZAGHL[10_10_0_5]_mean_reversion,"Applied Optoelectronics, Inc.",13.06,Sell,16.707519740233177,0.8235294117647058,11.844160086588941,AAOI,17,1.4719678669246412,1621862
12,2020-01-09T00:00:00.000Z,6.833333333333333,1:2_ATR[20],0.008777139403980118,0.025930197033550244,BBANDS[10_2_2]_breakout,"AAON, Inc.",50.85,Buy,48.41832017317788,0.7916666666666666,52.06583991341106,AAON,24,1.114574221672034,82229
13,2020-01-09T00:00:00.000Z,7.375,1:3_ATR[20],0.009196449410528666,0.026552322967523627,BBANDS[10_2_2]_breakout,"AAON, Inc.",50.85,Buy,47.20248025976682,0.8333333333333334,52.06583991341106,AAON,24,1.0626502013880066,82229
14,2020-01-09T00:00:00.000Z,6.638888888888889,1:2_ATR[20],0.014079710818836787,0.027237482648369848,BBANDS[20_1_1]_breakout,"AAON, Inc.",50.85,Buy,48.41832017317788,0.8055555555555556,52.06583991341106,AAON,36,2.7141701707199877,82229
15,2020-01-09T00:00:00.000Z,7.388888888888889,1:3_ATR[20],0.022837075038608864,0.027237482648369848,BBANDS[20_1_1]_breakout,"AAON, Inc.",50.85,Buy,47.20248025976682,0.9166666666666666,52.06583991341106,AAON,36,6.141183282506976,82229
16,2020-01-09T00:00:00.000Z,6.7,1:2_ATR[20],0.01341581470245527,0.02491565562564747,BBANDS[20_2_2]_breakout,"AAON, Inc.",50.85,Buy,48.41832017317788,0.85,52.06583991341106,AAON,20,1.9974764335662474,82229
17,2020-01-09T00:00:00.000Z,6.85,1:3_ATR[20],0.009112978374997676,0.02491565562564747,BBANDS[20_2_2]_breakout,"AAON, Inc.",50.85,Buy,47.20248025976682,0.85,52.06583991341106,AAON,20,1.0114632424114458,82229
18,2020-01-09T00:00:00.000Z,6.5,1:2_ATR[20],0.007768942733796386,0.02705513507317834,EMA[5]_price_crossover,"AAON, Inc.",50.85,Buy,48.41832017317788,0.75,52.06583991341106,AAON,68,1.6848182540116372,82229
19,2020-01-09T00:00:00.000Z,7.985294117647059,1:3_ATR[20],0.010193590191760537,0.02708427913887141,EMA[5]_price_crossover,"AAON, Inc.",50.85,Buy,47.20248025976682,0.8088235294117647,52.06583991341106,AAON,68,2.014478418268361,82229
